id,name,lat,lon
ALB,Albania,41.08731783298625,20.066202975624513
AUT,Austria,47.54772549380148,13.762260507659597
BGR,Bulgaria,43.32972646745199,25.358665409181498
BIH,Bosnia and Herzegovina,44.37429150224109,17.15285555257632
BA-SRP,Republic Srpska,44.516216099359184,18.38159010141694
BLR,Belarus,53.181185835408655,29.162400186462015
BE-WAL,Walloon Region,50.60951213562896,5.413988674377247
CHE,Switzerland,46.76240938974807,8.90430710296799
CZE,Czech Republic,49.49682329422318,15.343588448776217
DEU,Germany,51.38915125579764,10.45714264874918
DNK,Denmark,55.61093493807027,10.378788561576734
GBR,England,52.07606630584917,-2.022526508171193
ESP,Spain,39.6756411736517,-4
EST,Estonia,58.53079698277967,25.18058793833503
FIN,Finland,65.62891916664549,26.092344589068937
FRA,France,46.17540641089157,2
GRC,Greece,38.73326184878762,23.62419084313691
HRV,Croatia,45.0706681921005,16.51177665752904
HUN,Hungary,47.51366359049314,19.407316333492584
IRL,Ireland,53.115995848426444,-7.9
ISL,Iceland,65.50024086525843,-18.77605496540676
ITA,Italy,42.28875543320183,12.83330
RKS,Kosovo,42.614426497976844,20.9637134286907
LTU,Lithuania,55.6677047769175,23.435428724039653
LUX,Luxembourg,49.88096587042279,6.119175458929256
LVA,Latvia,56.878794672325164,24.89566398498068
MKD,Moldova,47.32253846637411,28.2007818438911
MKD,Macedonia,41.645554581650714,21.747254300415154
MNE,Montenegro,42.799874638211136,19.32183914748628
GBR,Northern Ireland,54.787715,-6.492315
NLD,Netherlands,51.55189146049304,5.624120089976078
NOR,Norway,68.15706932330897,15.792343675309311
SJM,Svalbard,78.58758104750743,19.396631685241793
POL,Poland,51.51593722922313,19.090338435385874
PRT,Portugal,39.458023458070635,-7.5286819067439374
ROU,Romania,45.45291844033854,25.56879682478033
RUS,Russia,61.92118850901664,45.535638242243294
GBR,Scotland,57.20616740967755,-5.23148253282452
SRB,Serbia,43.53409788730203,21.36260696338679
Geo unit,Vojvodina,45.33180945079778,20.244280446470974
SVK,Slovakia,48.96507913702075,19.816894516439458
SVN,Slovenia,46.289327399354455,15.300849855773066
SWE,Sweden,62.71094944989767,17.241894287999553
UKR,Ukraine,48.16273208131318,32.17903254260116
GBR,Wales,53.34061,-1.28162
