id,name,lat,lon
1,Camagüey,21.424171627755292,-77.93642617911931
2,Carlos Manuel de Céspedes,21.74930392957165,-78.28959196159974
3,Esmeralda,22.046530214298794,-77.83291805761607
4,Florida,21.34944374604446,-78.55138487725338
5,Guáimaro,21.478470924916035,-77.11236024024988
6,Jimaguayú,21.166236696618803,-77.97179391213321
7,Minas,21.752641239746605,-77.46181076783708
8,Najasa,20.937090212498497,-77.74165347460023
9,Nuevitas,21.73874794450533,-77.3987522506138
10,Santa Cruz del Sur,20.723747849326003,-78.46513868878682
11,Sibanicú,21.236074722268114,-77.60221006355667
12,Sierra de Cubitas,21.784581222216282,-77.70736111184688
13,Vertientes,21.02625544399205,-78.4665277087067
14,Baraguá,21.51819354125296,-78.76763884951201
15,Bolivia,22.1622214220935,-78.29666401463271
16,Chambas,22.06765545405439,-78.98233204132302
17,Ciego de ávila,21.84348507854486,-78.78319437904494
18,Ciro Redodo,21.940512561643427,-78.69743360076544
19,Florencia,22.38541648031532,-78.84097312700284
20,Majagua,21.75757090467701,-79.05984831427158
21,Morón,22.406249788365752,-78.41458135084252
22,Primero de Enero,21.789527474175387,-78.2705937536632
23,Venezuela,21.622409842591225,-78.85013617776468
24,Abreus,22.057776219759138,-80.58763580486531
25,Aguada de Pasajeros,22.352753303394216,-80.8864319124708
26,Ciefuegos,22.09671924574704,-80.45958459751955
27,Cruces,22.275862473140567,-80.13594669011027
28,Cumanayagua,21.88458110085835,-80.25041761399197
29,Lajas,22.478337015107137,-80.31478300479579
30,Palmira,22.281137148267987,-80.4470684825425
31,Rodas,22.427793021244653,-80.53293381070844
32,Arroyo Naranjo,22.986802427767287,-82.27100846218451
33,Boyeros,22.95620267721678,-82.3528934268166
34,Centro Habana,23.144027555433237,-82.35319214077786
35,Cerro,23.1234065613502,-82.35006311203361
36,Cotorro,22.96761455296415,-82.23134671597741
37,Diez de Octubre,23.057575961835425,-82.34872636705694
38,Guanabacoa,23.053691279713284,-82.27679604518406
39,La Habana del Este,23.174580862303376,-82.20458194504796
40,La Habana Vieja,23.160694201873582,-82.32902618131143
41,La Lisa,23.016221181874172,-82.46930972537105
42,Marianao,23.072772997532724,-82.39326835260624
43,Playa,23.036278216981323,-82.40712494648447
44,Plaza de la Revolución,23.09652894004055,-82.45513574790897
45,Regla,23.125138247146747,-82.339301941579
46,San Miguel del Padrón,23.045825710702523,-82.20795741281027
47,Bartolomé Masó,19.890972851473144,-77.01513631370679
48,Bayamo,20.395676326023555,-76.73732486188024
49,Buey Arriba,20.02702961310887,-76.71349122169573
50,Campechuela,20.22534412827683,-77.3173601640178
51,Cauto Cristo,20.67303135036502,-76.63524683346657
52,Guisa,20.10949036760084,-76.49084103674149
53,Jiguaní,20.434529782056458,-76.33731326242425
54,Manzanillo,20.349862952747046,-77.18874886799466
55,Media Luna,20.14874854713409,-77.4612506791597
56,Niquero,19.987914082022463,-77.62514009400837
57,Pilón,19.89847018844671,-77.26374847581957
58,Río Cauto,20.555694709323017,-77.14208227939586
59,Yara,20.51374943113995,-77.08402722102379
60,Baracoa,20.427357550845468,-74.55985690907974
61,Caimanera,19.945690141757193,-75.1384733199013
62,El Salvador,20.355064644948175,-75.37636911865364
63,Guantánamo,20.059583315640538,-75.11180563100926
64,Imías,20.053751316348716,-74.582327666816
