id,name,alcaldia,lon,lat
02-084,SAN PABLO XALPA (U HAB),AZCAPOTZALCO,-99.18626,19.50521
02-085,SAN PEDRO XALPA (PBLO),AZCAPOTZALCO,-99.20986,19.48404
02-089,SANTA APOLONIA (BARR),AZCAPOTZALCO,-99.19157,19.4757
02-090,SANTA BARBARA (PBLO),AZCAPOTZALCO,-99.17888,19.49988
02-091,SANTA CATARINA (PBLO),AZCAPOTZALCO,-99.17466,19.49213
02-094,SANTA INES,AZCAPOTZALCO,-99.19092,19.49496
02-098,SANTO DOMINGO (PBLO),AZCAPOTZALCO,-99.19133,19.48822
02-100,SECTOR NAVAL,AZCAPOTZALCO,-99.17702,19.47002
02-101,SINDICATO MEXICANO DE ELECTRICISTAS,AZCAPOTZALCO,-99.17857,19.47433
02-103,TIERRA NUEVA,AZCAPOTZALCO,-99.20064,19.49952
02-104,TLATILCO,AZCAPOTZALCO,-99.16253,19.4612
02-105,TLATILCO (U HAB),AZCAPOTZALCO,-99.16382,19.46287
02-106,TRABAJADORES DEL HIERRO,AZCAPOTZALCO,-99.15108,19.47837
02-108,VICTORIA DE LAS DEMOCRACIAS,AZCAPOTZALCO,-99.16413,19.46888
02-109,VILLAS AZCAPOTZALCO (U HAB),AZCAPOTZALCO,-99.19202,19.48978
10-002,ACUEDUCTO,ALVARO OBREGON,-99.20429,19.39789
10-003,ACUILOTLA,ALVARO OBREGON,-99.24378,19.35961
10-005,AGUILAS 3ER PARQUE,ALVARO OBREGON,-99.22008,19.35266
10-008,ALFALFAR,ALVARO OBREGON,-99.20048,19.37569
10-015,ARBOLEDAS POLITOCO,ALVARO OBREGON,-99.24568,19.36319
10-020,ATLAMAXAC,ALVARO OBREGON,-99.24735,19.35614
10-022,AVE REAL,ALVARO OBREGON,-99.23785,19.36169
10-028,BEJERO,ALVARO OBREGON,-99.24549,19.38117
10-030,BELEN DE LAS FLORES SECCION RELLENO,ALVARO OBREGON,-99.21284,19.39819
10-041,CEDRO CHICO,ALVARO OBREGON,-99.25805,19.35338
10-043,COLINAS DE TARANGO,ALVARO OBREGON,-99.22079,19.36351
10-047,CORPUS CHRISTY,ALVARO OBREGON,-99.24767,19.36096
10-049,COVE,ALVARO OBREGON,-99.19752,19.40133
10-050,CRISTO REY,ALVARO OBREGON,-99.2015,19.38872
10-052,DESARROLLO URBANO,ALVARO OBREGON,-99.22117,19.38175
10-060,EL CAPULIN (AMPL),ALVARO OBREGON,-99.20912,19.39705
10-062,EL MIRADOR,ALVARO OBREGON,-99.22501,19.34524
10-065,EL PIRUL,ALVARO OBREGON,-99.24031,19.38028
10-068,EL RUEDO,ALVARO OBREGON,-99.23991,19.35141
10-070,ESTADO DE HIDALGO (AMPL),ALVARO OBREGON,-99.20905,19.39771
10-073,FLORIDA,ALVARO OBREGON,-99.18036,19.35707
10-075,GALEANA,ALVARO OBREGON,-99.22433,19.37103
10-085,HERON PROAL,ALVARO OBREGON,-99.23008,19.35806
10-088,JALALPA,ALVARO OBREGON,-99.22865,19.37911
10-091,JARDINES DEL PEDREGAL,ALVARO OBREGON,-99.20742,19.31974
10-093,JURISTAS,ALVARO OBREGON,-99.23581,19.3559
10-095,LA ARAA,ALVARO OBREGON,-99.24032,19.36355
10-097,LA CASCADA,ALVARO OBREGON,-99.20231,19.36934
10-103,LA JOYA,ALVARO OBREGON,-99.20954,19.38471
10-105,LA MARTINICA,ALVARO OBREGON,-99.22118,19.35796
10-107,LA MILAGROSA,ALVARO OBREGON,-99.238,19.35042
10-108,LA OTRA BANDA,ALVARO OBREGON,-99.19504,19.33689
10-110,LA PERA XOCHINAHUAC (U HAB),ALVARO OBREGON,-99.22766,19.35915
10-113,LADERA GRANDE O LA CEBADITA,ALVARO OBREGON,-99.23707,19.38055
10-119,LAS PALMAS,ALVARO OBREGON,-99.2112,19.39876
10-123,LOMAS DE AXOMIATLA,ALVARO OBREGON,-99.25198,19.34318
10-129,LOMAS DE CENTENARIO (U HAB),ALVARO OBREGON,-99.23505,19.35674
10-136,LOMAS DE NUEVO MEXICO,ALVARO OBREGON,-99.2347,19.382
10-139,LOMAS DE SAN ANGEL INN,ALVARO OBREGON,-99.20562,19.34447
10-140,LOMAS DE SANTA FE,ALVARO OBREGON,-99.24119,19.38678
10-143,LOMAS DE TARANGO,ALVARO OBREGON,-99.21522,19.36363
10-147,LOS GAMITOS,ALVARO OBREGON,-99.23858,19.379
10-150,MARTIRES DE TACUBAYA,ALVARO OBREGON,-99.21358,19.38703
10-153,MIGUEL GAONA ARMENTA,ALVARO OBREGON,-99.25345,19.35301
10-155,MILPA DEL CEDRO,ALVARO OBREGON,-99.25691,19.35372
10-156,MINAS DE CRISTO,ALVARO OBREGON,-99.1984,19.38086
10-158,MOLINO DE ROSAS (AMPL),ALVARO OBREGON,-99.20152,19.3699
10-160,MOLINO DE SANTO DOMINGO (U HAB),ALVARO OBREGON,-99.20353,19.39337
10-163,OLIVAR DE LOS PADRES,ALVARO OBREGON,-99.23054,19.33685
10-166,PALMAS,ALVARO OBREGON,-99.21292,19.37637
10-169,PARQUE RESIDENCIAL SAN ANTONIO (U HAB),ALVARO OBREGON,-99.1925,19.38676
10-174,POLVORA,ALVARO OBREGON,-99.20421,19.39159
10-175,PONCIANO ARRIAGA,ALVARO OBREGON,-99.22581,19.35575
10-177,PRESIDENTES,ALVARO OBREGON,-99.22168,19.37838
10-181,PROF JOSE ARTURO LOPEZ,ALVARO OBREGON,-99.22002,19.3597
10-188,REACOMODO PINO SUAREZ,ALVARO OBREGON,-99.20448,19.39584
10-189,REAL DEL MONTE,ALVARO OBREGON,-99.20054,19.39625
10-192,SAN ANGEL,ALVARO OBREGON,-99.19292,19.34566
10-196,SAN GABRIEL,ALVARO OBREGON,-99.25594,19.3794
10-198,SANTA FE,ALVARO OBREGON,-99.2319,19.38926
10-200,SANTA LUCIA,ALVARO OBREGON,-99.25329,19.35774
10-201,SANTA LUCIA REACOMODO,ALVARO OBREGON,-99.25917,19.35582
10-202,SANTA LUCIA (PBLO),ALVARO OBREGON,-99.25699,19.35829
10-206,TARANGO (U HAB),ALVARO OBREGON,-99.22391,19.3608
10-208,TECOLALCO,ALVARO OBREGON,-99.23741,19.37872
10-212,TEPOPOTLA,ALVARO OBREGON,-99.25176,19.36213
10-213,TETELPAN,ALVARO OBREGON,-99.23295,19.34102
10-214,TETELPAN (PBLO),ALVARO OBREGON,-99.22543,19.34213
10-215,TETLALPAN,ALVARO OBREGON,-99.25736,19.35464
10-217,TIZAPAN_TIZAPAN SAN ANGEL,ALVARO OBREGON,-99.20091,19.33681
10-220,TLACOYAQUE (AMPL),ALVARO OBREGON,-99.26877,19.32184
10-223,TLACUITLAPA 2DO REACOMODO (AMPL),ALVARO OBREGON,-99.23534,19.35441
10-231,BELEN DE LAS FLORES (U HAB),ALVARO OBREGON,-99.22298,19.38543
10-236,VILLA PROGRESISTA,ALVARO OBREGON,-99.24246,19.35596
10-238,VILLA VERDUN,ALVARO OBREGON,-99.25663,19.33863
10-246,2DA  JALALPA TEPITO (AMPL),ALVARO OBREGON,-99.23321,19.37565
10-247,ESTADO DE HIDALGO_,ALVARO OBREGON,-99.24168,19.36444
10-248,LOMAS DE SANTA FE II,ALVARO OBREGON,-99.2587,19.36813
10-249,BELEN DE LAS FLORES_,ALVARO OBREGON,-99.23371,19.3555
10-255,OLIVAR DEL CONDE 2DA SECCION II,ALVARO OBREGON,-99.22053,19.37176
15-011,ESPERANZA,CUAUHTEMOC,-99.12829,19.42044
15-016,HIPODROMO CONDESA,CUAUHTEMOC,-99.17948,19.40934
15-027,SAN SIMON TOLNAHUAC,CUAUHTEMOC,-99.14318,19.45953
15-029,SANTA MARIA INSURGENTES,CUAUHTEMOC,-99.14879,19.46169
15-032,TRANSITO,CUAUHTEMOC,-99.13151,19.41786
15-033,VALLE GOMEZ,CUAUHTEMOC,-99.12503,19.45888
15-034,VISTA ALEGRE,CUAUHTEMOC,-99.13286,19.41017
15-041,CENTRO V,CUAUHTEMOC,-99.1382,19.42763
15-048,DOCTORES IV,CUAUHTEMOC,-99.15185,19.41191
15-061,NONOALCO-TLATELOLCO (U HAB) III,CUAUHTEMOC,-99.13536,19.4517
15-066,PERALVILLO I,CUAUHTEMOC,-99.13743,19.46273
15-067,PERALVILLO II,CUAUHTEMOC,-99.13065,19.46071
15-070,ROMA NORTE III,CUAUHTEMOC,-99.16005,19.41475
15-078,SANTA MARIA LA RIBERA IV,CUAUHTEMOC,-99.15946,19.44442
07-005,ALVARO OBREGON,IZTAPALAPA,-99.04036,19.37689
07-009,APATLACO,IZTAPALAPA,-99.11604,19.38023
07-011,ART 4TO CONSTITUCIONAL (U HAB),IZTAPALAPA,-99.03411,19.36784
07-013,BARRANCAS DE GUADALUPE,IZTAPALAPA,-99.02299,19.32742
07-019,CABEZA DE JUAREZ III (U HAB),IZTAPALAPA,-99.04169,19.3833
07-025,CASA BLANCA,IZTAPALAPA,-99.06743,19.33225
07-031,COLONIAL IZTAPALAPA (FRACC),IZTAPALAPA,-99.05533,19.34706
07-037,CULHUACAN (PBLO),IZTAPALAPA,-99.10764,19.33831
07-041,DR ALFONSO ORTIZ TIRADO,IZTAPALAPA,-99.07914,19.38542
07-044,EJTO CONSTITUCIONALISTA,IZTAPALAPA,-99.04835,19.38237
07-046,"EJTO CONSTITUCIONALISTA, SUPERMANZANA I ( U HAB)",IZTAPALAPA,-99.04911,19.38721
07-059,EL ROSARIO,IZTAPALAPA,-99.06552,19.30178
07-061,EL SANTUARIO (AMPL),IZTAPALAPA,-99.08967,19.3425
07-062,EL SIFON,IZTAPALAPA,-99.11528,19.3715
07-065,EL TRIUNFO (AMPL),IZTAPALAPA,-99.11633,19.37625
07-067,EL VERGEL TRIANGULO DE LAS AGUJAS I (U HAB),IZTAPALAPA,-99.08766,19.30714
07-071,ESCUADRON 201,IZTAPALAPA,-99.11227,19.3636
07-075,F P F V (PREDIO EL MOLINO) ( U HAB),IZTAPALAPA,-99.0701,19.28725
07-077,FUEGO NUEVO,IZTAPALAPA,-99.099,19.33268
07-078,FUENTES DE ZARAGOZA (U HAB),IZTAPALAPA,-99.00727,19.36936
07-079,FUERTE DE LORETO - LA ANTENA (U HAB),IZTAPALAPA,-99.03004,19.36472
07-080,GAMA GAVILAN (U HAB),IZTAPALAPA,-99.07943,19.36032
07-086,GRANJAS SAN ANTONIO,IZTAPALAPA,-99.10719,19.36357
07-089,GUELATAO DE JUAREZ I (U HAB),IZTAPALAPA,-99.04262,19.38661
07-091,HEROES DE CHURUBUSCO,IZTAPALAPA,-99.11819,19.36117
07-094,IGNACIO ZARAGOZA (U HAB),IZTAPALAPA,-99.04039,19.38516
07-096,IXTLAHUACAN,IZTAPALAPA,-98.99844,19.3442
07-097,JACARANDAS,IZTAPALAPA,-99.05176,19.34628
07-101,JOSE MA MORELOS Y PAVON (U HAB),IZTAPALAPA,-99.02708,19.374
07-104,LA ASUNCION (BARR),IZTAPALAPA,-99.09192,19.36362
07-105,LA COLMENA,IZTAPALAPA,-99.00264,19.36955
07-108,LA ESTACION,IZTAPALAPA,-99.04216,19.31488
07-111,LA MAGUEYERA,IZTAPALAPA,-99.04411,19.32072
07-116,LA REGADERA,IZTAPALAPA,-99.06406,19.35311
07-117,LAS AMERICAS (U HAB),IZTAPALAPA,-99.06376,19.35747
07-127,LOMAS ESTRELLA  III (U HAB),IZTAPALAPA,-99.09249,19.32808
07-128,LOMAS ESTRELLA 1A SECC (FRACC),IZTAPALAPA,-99.09435,19.3246
07-133,LOS PICOS VI B,IZTAPALAPA,-99.10405,19.37955
07-136,M MAZA DE JUAREZ (U HAB),IZTAPALAPA,-99.0698,19.36982
07-138,MEXICALTZINGO (PBLO),IZTAPALAPA,-99.12,19.35822
07-142,MIRASOLES (U HAB),IZTAPALAPA,-99.07561,19.31356
07-144,MIXCOATL,IZTAPALAPA,-99.04801,19.32501
07-145,MODELO (U),IZTAPALAPA,-99.12529,19.36387
07-147,MOYOCOYANI (U HAB),IZTAPALAPA,-99.06991,19.28915
07-148,"NA HAL TI (U HAB)",IZTAPALAPA,-99.0708,19.28843
07-150,NUEVA GENERACION (U HAB),IZTAPALAPA,-99.07234,19.28969
07-151,PALMITAS,IZTAPALAPA,-99.02613,19.33489
07-152,PARAISO,IZTAPALAPA,-99.03142,19.37759
07-154,PARAJE SAN JUAN,IZTAPALAPA,-99.072,19.3418
07-162,PRESIDENTES DE MEXICO,IZTAPALAPA,-99.06107,19.33234
07-168,PURISIMA I,IZTAPALAPA,-99.05375,19.36402
07-171,RENOVACION,IZTAPALAPA,-99.04944,19.36739
07-173,RICARDO FLORES MAGON (AMPL),IZTAPALAPA,-99.10066,19.35394
07-178,SAN ANTONIO CULHUACAN (BARR),IZTAPALAPA,-99.11261,19.34154
07-180,SAN IGNACIO (BARR),IZTAPALAPA,-99.09629,19.36482
07-186,SAN JUAN JOYA (PJE),IZTAPALAPA,-99.06552,19.33648
07-191,SAN LORENZO TEZONCO (PBLO),IZTAPALAPA,-99.06295,19.31073
07-192,SAN LORENZO TEZONCO I (U HAB),IZTAPALAPA,-99.07272,19.33668
07-193,SAN LORENZO TEZONCO II (U HAB),IZTAPALAPA,-99.06752,19.33456
07-198,SAN NICOLAS TOLENTINO I,IZTAPALAPA,-99.0719,19.32796
07-201,"SAN PABLO I, II Y V-LOMAS DEL PARAISO",IZTAPALAPA,-99.00644,19.32939
07-203,SAN SEBASTIAN TECOLOXTITLAN (PBLO),IZTAPALAPA,-99.01714,19.36194
07-208,SANTA CRUZ VI (U HAB),IZTAPALAPA,-99.04572,19.31326
07-211,SANTA MARIA DEL MONTE,IZTAPALAPA,-99.09033,19.3513
07-212,SANTA MARIA TOMATLAN,IZTAPALAPA,-99.09806,19.32643
07-213,SANTA MARIA TOMATLAN (AMPL),IZTAPALAPA,-99.09628,19.32928
07-217,SANTA MARTHA ACATITLA_(PBLO),IZTAPALAPA,-99.00836,19.35942
07-219,SANTIAGO ACAHUALTEPEC (PBLO),IZTAPALAPA,-99.0031,19.35433
07-221,SIDERAL,IZTAPALAPA,-99.06551,19.37369
07-222,SIERRA DEL VALLE,IZTAPALAPA,-99.03141,19.34307
07-223,SINATEL,IZTAPALAPA,-99.1323,19.36124
07-224,SINATEL (AMPL),IZTAPALAPA,-99.13002,19.36539
07-225,SOLIDARIDAD EL SALADO (U HAB),IZTAPALAPA,-99.00668,19.37277
07-226,STA ISABEL INDUSTRIAL,IZTAPALAPA,-99.10474,19.35218
07-227,STA MA AZTAHUACAN (PBLO),IZTAPALAPA,-99.02362,19.35075
07-229,TENORIOS,IZTAPALAPA,-99.02155,19.33154
07-232,TLALTENCO (U HAB),IZTAPALAPA,-99.06832,19.29008
07-235,USCOVI (U HAB),IZTAPALAPA,-99.06895,19.294
07-236,VALLE DE LUCES (U HAB),IZTAPALAPA,-99.10455,19.34157
07-240,VALLE DEL SUR,IZTAPALAPA,-99.11496,19.34783
07-242,VICENTE GUERRERO SUPER MANZANA 1 (U HAB),IZTAPALAPA,-99.06378,19.36238
07-244,VICENTE GUERRERO SUPER MANZANA 3 (U HAB),IZTAPALAPA,-99.05533,19.36085
07-245,VICENTE GUERRERO SUPER MANZANA 4 (U HAB),IZTAPALAPA,-99.05131,19.36047
07-251,ZACAHUITZCO,IZTAPALAPA,-99.13419,19.3745
07-253,12 DE DICIEMBRE,IZTAPALAPA,-99.10048,19.32934
07-260,CERRO DE LA ESTRELLA I,IZTAPALAPA,-99.07835,19.32552
07-262,CHINAMPAC DE JUAREZ I,IZTAPALAPA,-99.05711,19.37748
07-265,CONSEJO AGRARISTA MEXICANO II,IZTAPALAPA,-99.05458,19.3271
07-268,DESARROLLO URBANO QUETZALCOATL  I,IZTAPALAPA,-99.0403,19.33307
07-270,DESARROLLO URBANO QUETZALCOATL  III,IZTAPALAPA,-99.04024,19.32303
07-271,EJERCITO DE ORIENTE (U HAB) I,IZTAPALAPA,-99.02605,19.36928
07-279,LEYES DE REFORMA 3A SECCION I,IZTAPALAPA,-99.06862,19.38051
07-282,LOMAS DE LA ESTANCIA II,IZTAPALAPA,-99.01036,19.33524
07-283,LOMAS DE SAN LORENZO I,IZTAPALAPA,-99.05771,19.31588
07-289,SAN JUAN XALPA I,IZTAPALAPA,-99.08346,19.33742
07-290,SAN JUAN XALPA II,IZTAPALAPA,-99.08064,19.33417
07-294,SAN MIGUEL TEOTONGO IV,IZTAPALAPA,-98.98807,19.33389
07-295,SANTA CRUZ MEYEHUALCO (U HAB) I,IZTAPALAPA,-99.03901,19.34605
07-299,STA MARTHA ACATITLA NTE (AMPL) I,IZTAPALAPA,-99.0207,19.38
07-302,TEPALCATES II,IZTAPALAPA,-99.05661,19.39318
07-304,VALLE DE SAN LORENZO II,IZTAPALAPA,-99.07858,19.3015
07-308,2A AMPLIACION SANTIAGO ACAHUALTEPEC I,IZTAPALAPA,-99.01396,19.34941
07-313,JUAN ESCUTIA III,IZTAPALAPA,-99.03246,19.38626
07-314,LAS PEAS II,IZTAPALAPA,-99.04948,19.34061
07-315,ROTARIOS (U HAB),IZTAPALAPA,-99.0407,19.38693
04-002,ADOLFO LOPEZ MATEOS,CUAJIMALPA DE MORELOS,-99.29543,19.36361
04-003,AGUA BENDITA,CUAJIMALPA DE MORELOS,-99.30983,19.35649
04-004,AHUATENCO,CUAJIMALPA DE MORELOS,-99.30452,19.36625
04-016,EL MOLINITO,CUAJIMALPA DE MORELOS,-99.28719,19.36157
04-017,EL MOLINO,CUAJIMALPA DE MORELOS,-99.28257,19.36546
04-019,EL YAQUI,CUAJIMALPA DE MORELOS,-99.28343,19.36165
04-026,LAS LAJAS,CUAJIMALPA DE MORELOS,-99.3318,19.31592
04-031,LOMAS DE MEMETLA,CUAJIMALPA DE MORELOS,-99.28796,19.35674
04-032,LOMAS DE VISTA HERMOSA,CUAJIMALPA DE MORELOS,-99.27302,19.37808
04-036,"NAVIDAD (GRANJAS DE NAVIDAD)",CUAJIMALPA DE MORELOS,-99.28531,19.374
04-045,SAN LORENZO ACOPILCO (PBLO),CUAJIMALPA DE MORELOS,-99.32462,19.333
04-046,SAN MATEO TLALTENANGO (PBLO),CUAJIMALPA DE MORELOS,-99.28774,19.33692
04-052,ZENTLAPATL,CUAJIMALPA DE MORELOS,-99.30825,19.35275
04-055,PORTAL DEL SOL,CUAJIMALPA DE MORELOS,-99.26959,19.35058
08-003,BARROS SIERRA,LA MAGDALENA CONTRERAS,-99.24647,19.31676
08-004,CAZULCO (BARR),LA MAGDALENA CONTRERAS,-99.25707,19.29306
08-005,CUAUHTEMOC,LA MAGDALENA CONTRERAS,-99.24326,19.32007
08-010,EL ROSAL,LA MAGDALENA CONTRERAS,-99.25034,19.30972
08-013,HEROES DE PADIERNA,LA MAGDALENA CONTRERAS,-99.22446,19.31332
08-014,HUAYATLA,LA MAGDALENA CONTRERAS,-99.26236,19.30802
08-017,INDEPENDENCIA SAN RAMON (U HAB),LA MAGDALENA CONTRERAS,-99.21817,19.33246
08-021,LA CONCEPCION,LA MAGDALENA CONTRERAS,-99.23486,19.30318
08-024,LA MAGDALENA ATLITIC (PBLO),LA MAGDALENA CONTRERAS,-99.24595,19.30201
08-025,LA MALINCHE,LA MAGDALENA CONTRERAS,-99.24149,19.32318
08-026,LAS CALLES (BARR),LA MAGDALENA CONTRERAS,-99.23397,19.3036
08-031,LOMAS DE SAN BERNABE (AMPL),LA MAGDALENA CONTRERAS,-99.27019,19.30733
08-035,PLAZUELA DEL PEDREGAL,LA MAGDALENA CONTRERAS,-99.23226,19.30345
08-037,POTRERILLO (AMPL),LA MAGDALENA CONTRERAS,-99.25882,19.30771
08-045,SAN JERONIMO ACULCO - LIDICE (PBLO),LA MAGDALENA CONTRERAS,-99.2252,19.32474
08-049,SANTA TERESA,LA MAGDALENA CONTRERAS,-99.22762,19.31011
08-052,TIERRA UNIDA,LA MAGDALENA CONTRERAS,-99.26873,19.30365
14-002,ACTIPAN,BENITO JUAREZ,-99.17817,19.36988
14-009,CIUDAD DE LOS DEPORTES,BENITO JUAREZ,-99.18006,19.38339
14-013,ERMITA,BENITO JUAREZ,-99.14182,19.35827
14-014,EXTREMADURA INSURGENTES,BENITO JUAREZ,-99.17987,19.37704
14-017,INSURGENTES MIXCOAC,BENITO JUAREZ,-99.18341,19.37273
14-018,INSURGENTES SAN BORJA,BENITO JUAREZ,-99.17405,19.38353
14-019,IZTACCIHUATL,BENITO JUAREZ,-99.13566,19.39017
14-025,MIRAVALLE,BENITO JUAREZ,-99.14109,19.3613
14-030,"NATIVITAS",BENITO JUAREZ,-99.13728,19.38166
14-033,NONOALCO,BENITO JUAREZ,-99.18823,19.38176
14-038,PORTALES ORIENTE,BENITO JUAREZ,-99.14021,19.36592
14-039,POSTAL,BENITO JUAREZ,-99.14197,19.3908
14-041,SAN JOSE INSURGENTES,BENITO JUAREZ,-99.18547,19.36651
14-044,SAN SIMON TICUMAC,BENITO JUAREZ,-99.14464,19.37489
14-046,TLACOQUEMECATL DEL VALLE,BENITO JUAREZ,-99.17482,19.37632
14-047,VERTIZ NARVARTE,BENITO JUAREZ,-99.15369,19.382
14-054,DEL VALLE II,BENITO JUAREZ,-99.16693,19.3924
14-057,DEL VALLE V,BENITO JUAREZ,-99.16883,19.3759
14-059,DEL VALLE VII,BENITO JUAREZ,-99.17133,19.36814
14-061,"NARVARTE II",BENITO JUAREZ,-99.15303,19.39706
14-063,"NARVARTE IV",BENITO JUAREZ,-99.15123,19.39284
14-066,PORTALES I,BENITO JUAREZ,-99.15002,19.37095
14-068,PORTALES III,BENITO JUAREZ,-99.14889,19.36321
16-002,AHUEHUETES ANAHUAC,MIGUEL HIDALGO,-99.1894,19.44942
16-004,TORRE BLANCA (AMPL),MIGUEL HIDALGO,-99.19981,19.45472
16-010,ANAHUAC MARIANO ESCOBEDO,MIGUEL HIDALGO,-99.18114,19.44483
16-021,CHAPULTEPEC MORALES (POLANCO),MIGUEL HIDALGO,-99.1866,19.43435
16-030,FRANCISCO I MADERO,MIGUEL HIDALGO,-99.20289,19.44714
16-033,HUICHAPAN,MIGUEL HIDALGO,-99.19678,19.46034
16-034,IGNACIO MANUEL ALTAMIRANO,MIGUEL HIDALGO,-99.19683,19.46314
16-039,LOMAS ALTAS,MIGUEL HIDALGO,-99.22875,19.39954
16-045,LOMAS DE SOTELO,MIGUEL HIDALGO,-99.21527,19.44925
16-046,LOMAS VIRREYES (LOMAS DE CHAPULTEPEC),MIGUEL HIDALGO,-99.21325,19.41506
16-048,MANUEL AVILA CAMACHO,MIGUEL HIDALGO,-99.22835,19.43726
16-049,MARINA NACIONAL (U HAB),MIGUEL HIDALGO,-99.17951,19.44663
16-050,MEXICO NUEVO,MIGUEL HIDALGO,-99.20391,19.45245
16-055,MORALES SECCION PALMAS (POLANCO),MIGUEL HIDALGO,-99.20393,19.43664
16-056,NEXTITLA,MIGUEL HIDALGO,-99.17345,19.4556
16-061,PENSIL SAN JUANICO,MIGUEL HIDALGO,-99.18945,19.45174
16-064,PLUTARCO ELIAS CALLES,MIGUEL HIDALGO,-99.16919,19.45484
16-069,REFORMA PENSIL,MIGUEL HIDALGO,-99.19293,19.44913
16-074,SAN LORENZO TLALTENANGO,MIGUEL HIDALGO,-99.21,19.46685
16-081,TORRE BLANCA,MIGUEL HIDALGO,-99.19519,19.45749
16-082,UN HOGAR PARA NOSOTROS,MIGUEL HIDALGO,-99.16919,19.4484
16-084,VERONICA ANZURES,MIGUEL HIDALGO,-99.17446,19.43641
16-089,ANAHUAC II,MIGUEL HIDALGO,-99.17751,19.44122
03-003,AJUSCO HUAYAMILPAS,COYOACAN,-99.15062,19.32397
03-005,ALTILLO (COND ALTILLO UNIVERSIDAD),COYOACAN,-99.18071,19.34079
03-008,AVANTE,COYOACAN,-99.13465,19.32822
03-009,BOSQUES DE TETLAMEYA,COYOACAN,-99.15283,19.30169
03-013,CAMPESTRE COYOACAN (FRACC),COYOACAN,-99.11706,19.30882
03-016,CANTIL DEL PEDREGAL,COYOACAN,-99.15739,19.30087
03-017,CARMEN SERDAN,COYOACAN,-99.10831,19.31971
03-018,CENTRO URBANO TLALPAN (U HAB),COYOACAN,-99.14221,19.3387
03-019,CHIMALISTAC,COYOACAN,-99.18368,19.3438
03-020,CIUDAD JARDIN,COYOACAN,-99.14397,19.33507
03-021,CIUDAD UNIVERSITARIA,COYOACAN,-99.18518,19.32191
03-022,COPILCO EL ALTO,COYOACAN,-99.17548,19.33082
03-023,COPILCO EL BAJO,COYOACAN,-99.18638,19.33913
03-025,COUNTRY CLUB,COYOACAN,-99.14037,19.35124
03-026,CROC CULHUACAN SECC 6 (U HAB),COYOACAN,-99.1215,19.32756
03-027,CTM IX CULHUACAN ZONA 29-30 (U HAB),COYOACAN,-99.10245,19.31312
03-034,CTM X CULHUACAN (U HAB),COYOACAN,-99.11029,19.30797
03-035,CUADRANTE DE SAN FRANCISCO,COYOACAN,-99.16344,19.3426
03-038,DEL NIO JESUS (BARR),COYOACAN,-99.15895,19.34141
03-043,EL MIRADOR,COYOACAN,-99.10905,19.30236
03-044,EL PARQUE DE COYOACAN (FRACC),COYOACAN,-99.13081,19.31115
03-045,EL RELOJ,COYOACAN,-99.14097,19.31827
03-046,EL ROSEDAL I,COYOACAN,-99.15128,19.34156
03-048,EMILIANO ZAPATA,COYOACAN,-99.13805,19.32672
03-049,EMILIANO ZAPATA (U HAB),COYOACAN,-99.11035,19.31754
03-051,EX HACIENDA COAPA,COYOACAN,-99.13541,19.31016
03-053,HERMOSILLO,COYOACAN,-99.12852,19.34773
03-058,INFONAVIT CULHUACAN ZONA 3 (U HAB),COYOACAN,-99.1186,19.32777
03-063,JOYAS DEL PEDREGAL (FRACC),COYOACAN,-99.15795,19.30555
03-068,LAS CABAAS,COYOACAN,-99.12686,19.31091
03-069,LAS CAMPANAS,COYOACAN,-99.12118,19.30946
03-071,LOS CEDROS (FRACC),COYOACAN,-99.11311,19.3138
03-073,LOS GIRASOLES I,COYOACAN,-99.12015,19.30435
03-076,LOS OLIVOS (FRACC),COYOACAN,-99.13191,19.31366
03-078,LOS REYES (PBLO),COYOACAN,-99.15535,19.33615
03-079,LOS ROBLES (FRACC),COYOACAN,-99.13326,19.31494
03-082,NUEVA DIAZ ORDAZ,COYOACAN,-99.1473,19.32532
03-084,OXTOPULCO UNIVERSIDAD,COYOACAN,-99.18263,19.34201
03-089,PEDREGAL DE SAN FRANCISCO (FRACC),COYOACAN,-99.16619,19.33882
03-091,PEDREGAL DEL MAUREL,COYOACAN,-99.17482,19.30905
03-095,PRADOS DE COYOACAN,COYOACAN,-99.13268,19.31886
03-101,SAN FRANCISCO CULHUACAN (PBLO),COYOACAN,-99.11825,19.33556
03-105,SAN PABLO TEPETLAPA (PBLO),COYOACAN,-99.14232,19.32346
03-106,SANTA CATARINA (BARR),COYOACAN,-99.17356,19.34832
03-115,VILLA PANAMERICANA 1ERA. SECCIN (U HAB),COYOACAN,-99.17789,19.30573
03-118,VILLA PANAMERICANA 4TA. SECCIN (U HAB),COYOACAN,-99.16951,19.307
03-120,VILLA PANAMERICANA 6TA. SECCIN (U HAB),COYOACAN,-99.16965,19.31122
03-121,VILLA PANAMERICANA 7MA. SECCIN (U HAB),COYOACAN,-99.16776,19.3046
03-122,VILLA QUIETUD (FRACC),COYOACAN,-99.1042,19.30356
03-126,ADOLFO RUIZ CORTINES I,COYOACAN,-99.14739,19.32097
03-127,ADOLFO RUIZ CORTINES II,COYOACAN,-99.15507,19.31784
03-150,EX EJIDO DE CHURUBUSCO,COYOACAN,-99.13031,19.33999
03-152,PRESIDENTES EJIDALES SEGUNDA SECCION,COYOACAN,-99.12395,19.32538
