id,name,alcaldia,lon,lat
03-156,CTM IX CULHUACAN 32-33 (U HAB),COYOACAN,-99.10284,19.3095
03-159,ROMERO DE TERREROS (COND),COYOACAN,-99.18045,19.34455
17-005,AQUILES SERDAN,VENUSTIANO CARRANZA,-99.09168,19.44708
17-008,AVIACION CIVIL (AMPL),VENUSTIANO CARRANZA,-99.07652,19.41174
17-010,BAHIA (U HAB),VENUSTIANO CARRANZA,-99.0833,19.41647
17-017,DAMIAN CARMONA,VENUSTIANO CARRANZA,-99.10309,19.44293
17-018,EL ARENAL 1A SECCION,VENUSTIANO CARRANZA,-99.06332,19.42506
17-024,EMILIANO ZAPATA (U HAB),VENUSTIANO CARRANZA,-99.12013,19.43281
17-025,EMILIO CARRANZA,VENUSTIANO CARRANZA,-99.1207,19.44937
17-030,INDUSTRIAL PUERTO AEREO (FRACC),VENUSTIANO CARRANZA,-99.09373,19.42125
17-037,MAGDALENA  MIXHUCA (PBLO),VENUSTIANO CARRANZA,-99.11625,19.41019
17-038,MERCED BALBUENA,VENUSTIANO CARRANZA,-99.12376,19.4203
17-040,MICHOACANA (AMPL),VENUSTIANO CARRANZA,-99.11308,19.44832
17-041,MIGUEL HIDALGO,VENUSTIANO CARRANZA,-99.10684,19.43599
17-045,NICOLAS BRAVO,VENUSTIANO CARRANZA,-99.12315,19.4539
17-046,PENITENCIARIA (AMPL),VENUSTIANO CARRANZA,-99.11621,19.43649
17-047,PEON DE LOS BAOS,VENUSTIANO CARRANZA,-99.07062,19.43559
17-051,PRIMERO DE MAYO,VENUSTIANO CARRANZA,-99.10157,19.44557
17-055,ROMERO RUBIO,VENUSTIANO CARRANZA,-99.09705,19.44225
17-065,10 DE MAYO,VENUSTIANO CARRANZA,-99.11799,19.43352
17-066,20 DE NOVIEMBRE,VENUSTIANO CARRANZA,-99.109,19.44427
17-068,24 DE ABRIL,VENUSTIANO CARRANZA,-99.11655,19.41538
17-070,7 DE JULIO,VENUSTIANO CARRANZA,-99.11268,19.4316
17-072,CENTRO I,VENUSTIANO CARRANZA,-99.12238,19.43282
17-075,IGNACIO ZARAGOZA II,VENUSTIANO CARRANZA,-99.08792,19.41178
17-080,MOCTEZUMA 2A SECCION II,VENUSTIANO CARRANZA,-99.09426,19.43145
17-081,MOCTEZUMA 2A SECCION III,VENUSTIANO CARRANZA,-99.10265,19.43276
17-084,MORELOS II,VENUSTIANO CARRANZA,-99.11836,19.44156
17-086,PENSADOR MEXICANO II,VENUSTIANO CARRANZA,-99.08851,19.44179
