id,name,lat,lon
PA.BC,Bocas del Toro,9.234860942444064,-82.23846898474079
PA.CH,Chiriquí,8.237641703157431,-82.2412476390483
PA.CC,Coclé,8.30819115003415,-80.38957825647086
PA.CL,Colón,9.34764051227937,-79.77903036126983
PA.DR,Darién,8.281530912240108,-78.18125243855764
PA.EM,Emberá,8.160800491210122,-77.81903869460685
PA.HE,Herrera,8.01014270894173,-80.5667013136077
PA.SB,Kuna Yala,9.29402650606933,-78.2240760248271
PA.LS,Los Santos,7.509858050423129,-80.27430933661654
PA.NB,Ngöbe Buglé,8.94430391331196,-81.80708613449329
PA.PO,Panamá Oeste,8.722918013353487,-79.74580928732819
PA.PN,Panamá,8.5693121626645965,-78.96541453208394
PA.VR,Veraguas,7.704583712587561,-81.22641200409137
