id,name,states,lon,lat
AU.WA.QR,Quairading,Western Australia,117.4234,-32.00482
AU.WA.RA,Ravensthorpe,Western Australia,120.1386,-33.61653
AU.WA.RC,Rockingham,Western Australia,115.7889,-32.34414
AU.WA.RB,Roebourne,Western Australia,117.0362,-21.04939
AU.WA.SA,Sandstone,Western Australia,119.1727,-28.33663
,Scott and Seringapatam Reefs,Western Australia,121.8635,-14.00609
AU.WA.SJ,Serpentine-Jarrahdale,Western Australia,116.0348,-32.34453
AU.WA.SB,Shark Bay,Western Australia,114.5236,-26.53502
AU.WA.SP,South Perth,Western Australia,115.87,-31.99786
AU.WA.ST,Stirling,Western Australia,115.8196,-31.88569
AU.WA.SU,Subiaco,Western Australia,115.8187,-31.95766
AU.WA.SW,Swan,Western Australia,116.0674,-31.74142
AU.WA.TM,Tammin,Western Australia,117.495,-31.60668
AU.WA.TS,Three Springs,Western Australia,115.5772,-29.52548
AU.WA.TO,Toodyay,Western Australia,116.3807,-31.47109
AU.WA.TR,Trayning,Western Australia,117.8068,-31.14402
AU.WA.UG,Upper Gascoyne,Western Australia,116.3567,-24.72579
AU.WA.VK,Victoria Park,Western Australia,115.9015,-31.97972
AU.WA.VP,Victoria Plains,Western Australia,116.3196,-31.01434
AU.WA.VI,Vincent,Western Australia,115.8525,-31.93129
AU.WA.WG,Wagin,Western Australia,117.3699,-33.27667
AU.WA.WD,Wandering,Western Australia,116.582,-32.54741
AU.WA.WR,Wanneroo,Western Australia,115.7633,-31.61228
AU.WA.WO,Waroona,Western Australia,115.9202,-32.85792
AU.WA.WA,West Arthur,Western Australia,116.7395,-33.45715
AU.WA.WT,Westonia,Western Australia,118.6569,-30.96826
AU.WA.WC,Wickepin,Western Australia,117.6717,-32.80677
AU.WA.WS,Williams,Western Australia,116.7281,-33.07141
AU.WA.WL,Wiluna,Western Australia,122.2451,-25.31205
AU.WA.WB,Wongan-Ballidu,Western Australia,116.8426,-30.71713
AU.WA.WN,Woodanilling,Western Australia,117.3381,-33.53361
AU.WA.WY,Wyalkatchem,Western Australia,117.4353,-31.18669
AU.WA.WE,Wyndham-East Kimberley,Western Australia,127.0518,-15.55921
AU.WA.YA,Yalgoo,Western Australia,117.0502,-28.56526
AU.WA.YI,Yilgarn,Western Australia,119.3418,-30.95865
AU.WA.YO,York,Western Australia,116.7354,-31.92638
