id,name,division,lon,lat
4010,Castrojimeno,Castilla y León,-3.846055,41.40001
4011,Castroserracín,Castilla y León,-3.79734,41.4025
4012,Cedillo de la Torre,Castilla y León,-3.622166,41.42764
4013,Cilleruelo de San Mamés,Castilla y León,-3.580987,41.43715
4014,Cobos de Fuentidueña,Castilla y León,-3.920841,41.38407
4015,Común de Riaza y Sepúlveda,Castilla y León,-3.502553,41.27946
4016,Condado de Castilnovo,Castilla y León,-3.749163,41.24586
4017,Corral de Ayllón,Castilla y León,-3.45516,41.39389
4018,Cozuelos de Fuentidueña,Castilla y León,-4.088081,41.39285
4019,Cuevas de Provanco,Castilla y León,-3.949757,41.54927
4020,Encinas,Castilla y León,-3.679246,41.39856
4021,Fresno de Cantespino,Castilla y León,-3.497437,41.36586
4022,Fresno de la Fuente,Castilla y León,-3.645545,41.39915
4023,Fuente el Olmo de Fuentidueña,Castilla y León,-3.992992,41.39393
4024,Fuentepiñel,Castilla y León,-4.037167,41.40291
4025,Fuenterrebollo,Castilla y León,-3.947982,41.30913
4026,Fuentesaúco de Fuentidueña,Castilla y León,-4.060882,41.43061
4027,Fuentesoto,Castilla y León,-3.908262,41.44366
4028,Fuentidueña,Castilla y León,-3.999012,41.37537
4029,Grajera,Castilla y León,-3.613023,41.37217
4030,Honrubia de la Cuesta,Castilla y León,-3.703777,41.50092
4031,Laguna de Contreras,Castilla y León,-4.024896,41.49311
4032,Languilla,Castilla y León,-3.413562,41.45041
4033,Maderuelo,Castilla y León,-3.518055,41.51179
4034,Membibre de la Hoz,Castilla y León,-4.101942,41.4581
4035,Montejo de la Vega de la Serrezuela,Castilla y León,-3.622425,41.55427
4036,Moral de Hornuez,Castilla y León,-3.622588,41.47145
4037,Navalilla,Castilla y León,-3.953398,41.33834
4038,Navares de Ayuso,Castilla y León,-3.699454,41.37271
4039,Navares de Enmedio,Castilla y León,-3.731529,41.40742
4040,Navares de las Cuevas,Castilla y León,-3.754959,41.42038
4041,Pajarejos,Castilla y León,-3.595606,41.39215
4042,Pradales,Castilla y León,-3.69448,41.45204
4043,Riaguas de San Bartolomé,Castilla y León,-3.48367,41.4253
4044,Riaza,Castilla y León,-3.396019,41.2991
4045,Ribota,Castilla y León,-3.419662,41.35136
4046,Riofrío de Riaza,Castilla y León,-3.431453,41.23993
4047,Sacramenia,Castilla y León,-3.950331,41.50575
4048,San Miguel de Bernuy,Castilla y León,-3.949147,41.39414
4049,San Pedro de Gaíllos,Castilla y León,-3.818393,41.22489
4050,Sebúlcor,Castilla y León,-3.874457,41.28367
4051,Sepúlveda,Castilla y León,-3.7716,41.29476
4052,Sequera de Fresno,Castilla y León,-3.552345,41.36189
4053,Sotillo,Castilla y León,-3.646256,41.26059
4054,Torreadrada,Castilla y León,-3.836008,41.45928
4055,Torrecilla del Pinar,Castilla y León,-4.049013,41.36537
4056,Urueñas,Castilla y León,-3.757727,41.35766
4057,Valdevacas de Montejo,Castilla y León,-3.62333,41.52323
4058,Valle de Tabladillo,Castilla y León,-3.832558,41.36583
4059,Valtiendas,Castilla y León,-3.901573,41.49052
4060,Villaverde de Montejo,Castilla y León,-3.665408,41.51002
4061,Añe,Castilla y León,-4.289913,41.03736
4062,Abades,Castilla y León,-4.276852,40.91416
4063,Adrados,Castilla y León,-4.112057,41.36858
4064,Aguilafuente,Castilla y León,-4.100482,41.23575
4065,Aldea Real,Castilla y León,-4.167291,41.18638
4066,Aldeanueva del Codonal,Castilla y León,-4.536286,41.08486
4067,Aldehuela del Codonal,Castilla y León,-4.540071,41.05221
4068,Anaya,Castilla y León,-4.310524,40.99224
4069,Armuña,Castilla y León,-4.278699,41.0592
4070,Bercial,Castilla y León,-4.432539,40.89557
4071,Bernardos,Castilla y León,-4.34078,41.14151
4072,Cantimpalos,Castilla y León,-4.169607,41.06812
4073,Carbonero el Mayor,Castilla y León,-4.278968,41.14453
4074,Chañe,Castilla y León,-4.431791,41.34472
4075,Coca,Castilla y León,-4.530018,41.22361
4076,Codorniz,Castilla y León,-4.601943,41.05289
4077,Común Grande de las Pegueras (Cuéllar),Castilla y León,-4.206775,41.30364
4078,Cuéllar,Castilla y León,-4.307607,41.37712
4079,Domingo García,Castilla y León,-4.399714,41.12142
4080,Donhierro,Castilla y León,-4.69567,41.11386
4081,Escalona del Prado,Castilla y León,-4.114923,41.16264
4082,Escarabajosa de Cabezas,Castilla y León,-4.183036,41.10584
4083,Escobar de Polendos,Castilla y León,-4.111224,41.10292
4084,Fresneda de Cuéllar,Castilla y León,-4.455848,41.30786
4085,Frumales,Castilla y León,-4.194677,41.37236
4086,Fuente de Santa Cruz,Castilla y León,-4.62375,41.21294
4087,Fuente el Olmo de Íscar,Castilla y León,-4.492348,41.28619
4088,Fuentepelayo,Castilla y León,-4.183622,41.22917
4089,Garcillán,Castilla y León,-4.26716,40.99142
4090,Gomezserracín,Castilla y León,-4.299136,41.28719
4091,Hontalbilla,Castilla y León,-4.117939,41.33828
4092,Juarros de Riomoros,Castilla y León,-4.317589,40.93268
4093,Juarros de Voltoya,Castilla y León,-4.515921,41.035
4094,Labajos,Castilla y León,-4.520187,40.85202
4095,Lastras de Cuéllar,Castilla y León,-4.090299,41.28792
4096,Lastras del Pozo,Castilla y León,-4.324708,40.87772
4097,Marazoleja,Castilla y León,-4.350937,40.9408
4098,Marazuela,Castilla y León,-4.359626,40.97874
4099,Martín Miguel,Castilla y León,-4.27469,40.95344
4100,Martín Muñoz de la Dehesa,Castilla y León,-4.685371,41.06664
4101,Martín Muñoz de las Posadas,Castilla y León,-4.56062,40.98839
4102,Marugán,Castilla y León,-4.387413,40.89567
4103,Mata de Cuéllar,Castilla y León,-4.481651,41.39266
4104,Melque de Cercos,Castilla y León,-4.475259,41.04596
4105,Migueláñez,Castilla y León,-4.379769,41.13879
4106,Montejo de Arévalo,Castilla y León,-4.67388,41.15402
4107,Mozoncillo,Castilla y León,-4.188704,41.14434
4108,Muñopedro,Castilla y León,-4.494048,40.88214
4109,Muñoveros,Castilla y León,-3.950937,41.17302
4110,Nava de la Asunción,Castilla y León,-4.486327,41.14072
4111,Navalmanzano,Castilla y León,-4.254754,41.21525
4112,Navas de Oro,Castilla y León,-4.421982,41.2051
4113,Nieva,Castilla y León,-4.447572,41.09091
4114,Olombrada,Castilla y León,-4.160712,41.43734
4115,Ortigosa de Pestaño,Castilla y León,-4.392236,41.08975
4116,Pelayos del Arroyo,Castilla y León,-3.931685,41.05944
4117,Perosillo,Castilla y León,-4.142448,41.39069
4118,Pinarejos,Castilla y León,-4.290445,41.25283
4119,Pinarnegrillo,Castilla y León,-4.257984,41.18876
4120,Rapariegos,Castilla y León,-4.640522,41.09208
4121,Remondo,Castilla y León,-4.48655,41.34384
4122,Roda de Eresma,Castilla y León,-4.179712,41.03335
4123,Samboal,Castilla y León,-4.422356,41.27553
4124,San Cristóbal de Cuéllar,Castilla y León,-4.393808,41.42394
4125,San Cristóbal de la Vega,Castilla y León,-4.625812,41.11699
4126,San Martín y Mudrián,Castilla y León,-4.343522,41.22267
4127,Sanchonuño,Castilla y León,-4.294802,41.32344
4128,Sangarcía,Castilla y León,-4.431003,40.94137
4129,Santa María la Real de Nieva,Castilla y León,-4.418578,41.01367
4130,Santiuste de San Juan Bautista,Castilla y León,-4.574481,41.15945
4131,Sauquillo de Cabezas,Castilla y León,-4.062876,41.19308
4132,Tabanera la Luenga,Castilla y León,-4.242947,41.09776
4133,Tolocirio,Castilla y León,-4.627591,41.13641
4134,Turégano,Castilla y León,-3.996345,41.1324
4135,Vallelado,Castilla y León,-4.42253,41.39182
4136,Valverde del Majano,Castilla y León,-4.218308,40.9504
4137,Veganzones,Castilla y León,-3.998565,41.20122
4138,Villaverde de Íscar,Castilla y León,-4.550154,41.29692
4139,Villeguillo,Castilla y León,-4.579145,41.25198
4140,Yanguas de Eresma,Castilla y León,-4.238481,41.06895
4141,Zarzuela del Pinar,Castilla y León,-4.185842,41.26323
4142,Adrada de Pirón,Castilla y León,-4.051862,41.05951
4143,Aldealengua de Pedraza,Castilla y León,-3.801636,41.0396
4144,Arahuetes,Castilla y León,-3.861064,41.14881
4145,Arcones,Castilla y León,-3.722273,41.11458
4146,Arevalillo de Cega,Castilla y León,-3.885768,41.16958
4147,Basardilla,Castilla y León,-3.985008,41.00355
4148,Bernuy de Porreros,Castilla y León,-4.114873,40.99916
4149,Brieva,Castilla y León,-4.048987,41.03674
4150,Cabañas de Polendos,Castilla y León,-4.105305,41.05081
4151,Caballar,Castilla y León,-3.96402,41.12249
4152,Casla,Castilla y León,-3.653229,41.16174
4153,Castroserna de Abajo,Castilla y León,-3.735563,41.20666
4154,Cerezo de Abajo,Castilla y León,-3.585502,41.21941
4155,Cerezo de Arriba,Castilla y León,-3.525412,41.21823
4156,Collado Hermoso,Castilla y León,-3.903481,41.02237
4157,Cubillo,Castilla y León,-3.917006,41.11091
4158,Duruelo,Castilla y León,-3.644779,41.22541
4159,El Espinar,Castilla y León,-4.222221,40.73085
4160,Encinillas,Castilla y León,-4.151685,41.02561
4161,Espirdo,Castilla y León,-4.074956,41.00198
4162,Gallegos,Castilla y León,-3.771609,41.06196
4163,Hontanares de Eresma,Castilla y León,-4.198935,40.98459
4164,Ituero y Lama,Castilla y León,-4.376351,40.80079
4165,La Lastrilla,Castilla y León,-4.091639,40.96954
4166,La Losa,Castilla y León,-4.143108,40.83617
4167,La Matilla,Castilla y León,-3.803722,41.18742
4168,Lastras del Pozo,Castilla y León,-4.329253,40.83391
4169,Los Huertos,Castilla y León,-4.220823,41.00771
4170,Matabuena,Castilla y León,-3.749705,41.0871
4171,Monterrubio,Castilla y León,-4.370264,40.84291
4172,Navafría,Castilla y León,-3.833559,41.03471
4173,Navas de Riofrío,Castilla y León,-4.117898,40.8471
4174,Navas de San Antonio,Castilla y León,-4.350367,40.72257
4175,Orejana,Castilla y León,-3.770755,41.15839
4176,Ortigosa del Monte,Castilla y León,-4.161965,40.82093
4177,Otero de Herreros,Castilla y León,-4.207742,40.81712
4178,Palazuelos de Eresma,Castilla y León,-4.013327,40.92424
4179,Pedraza,Castilla y León,-3.803336,41.12761
4180,Pelayos del Arroyo,Castilla y León,-3.986667,41.0567
4181,Prádena,Castilla y León,-3.688834,41.14399
4182,Puebla de Pedraza,Castilla y León,-3.910345,41.20186
4183,Rebollo,Castilla y León,-3.858852,41.19126
4184,San Cristóbal de Segovia,Castilla y León,-4.076556,40.95306
4185,San Ildefonso,Castilla y León,-4.023678,40.85156
4186,Santa Marta del Cerro,Castilla y León,-3.686111,41.21361
4187,Santiuste de Pedraza,Castilla y León,-3.874171,41.09622
4188,Santo Domingo de Pirón,Castilla y León,-3.95938,41.01089
4189,Santo Tomé del Puerto,Castilla y León,-3.58915,41.18218
4190,Segovia,Castilla y León,-4.168799,40.90241
4191,Sotosalbos,Castilla y León,-3.930735,41.01683
4192,Torre Val de San Pedro,Castilla y León,-3.868518,41.04147
4193,Torrecaballeros,Castilla y León,-3.988191,40.98029
4194,Torreiglesias,Castilla y León,-4.042661,41.10832
4195,Trescasas,Castilla y León,-3.997975,40.95046
4196,Valdeprados,Castilla y León,-4.27201,40.82354
4197,Valdevacas y Guijar,Castilla y León,-3.921492,41.14961
4198,Valleruela de Pedraza,Castilla y León,-3.819628,41.17549
4199,Valleruela de Sepúlveda,Castilla y León,-3.767742,41.19347
4200,Valseca,Castilla y León,-4.162607,40.99805
4201,Vegas de Matute,Castilla y León,-4.271949,40.78907
4202,Ventosilla y Tejadilla,Castilla y León,-3.68994,41.18322
4203,Villacastín,Castilla y León,-4.418981,40.75806
4204,Zarzuela del Monte,Castilla y León,-4.334074,40.80349
4205,Aldealices,Castilla y León,-2.30229,41.90667
4206,Almarza,Castilla y León,-2.461568,41.93645
4207,Arévalo de la Sierra,Castilla y León,-2.387768,41.95264
4208,Ausejo de la Sierra,Castilla y León,-2.363175,41.90689
4209,Carrascosa de la Sierra,Castilla y León,-2.269108,41.90446
4210,Castilfrío de la Sierra,Castilla y León,-2.298098,41.92785
4211,Cerbón,Castilla y León,-2.157539,41.93484
4212,Cigudosa,Castilla y León,-2.066805,41.92641
4213,El Royo,Castilla y León,-2.668499,41.92462
4214,Estepa de San Juan,Castilla y León,-2.325174,41.93931
4215,Fuentes de Magaña,Castilla y León,-2.192406,41.93271
4216,Fuentestrún,Castilla y León,-2.089014,41.86847
4217,La Póveda de Soria,Castilla y León,-2.52223,42.01526
4218,Las Aldehuelas,Castilla y León,-2.371488,42.00139
4219,Magaña,Castilla y León,-2.178218,41.8941
4220,Oncala,Castilla y León,-2.284852,41.97193
4221,Rebollar,Castilla y León,-2.513132,41.90493
4222,Rollamienta,Castilla y León,-2.531587,41.93936
4223,San Felices,Castilla y León,-2.012758,41.91793
4224,San Pedro Manrique,Castilla y León,-2.207823,42.03631
4225,Santa Cruz de Yanguas,Castilla y León,-2.472654,42.06476
4226,Sotillo del Rincón,Castilla y León,-2.622342,41.96383
4227,Suellacabras,Castilla y León,-2.205539,41.85004
4228,Trévago,Castilla y León,-2.117768,41.85918
4229,Valdeavellano de Tera,Castilla y León,-2.568202,41.95114
4230,Valdegeña,Castilla y León,-2.1648,41.8231
4231,Valdelagua del Cerro,Castilla y León,-2.108662,41.89053
4232,Valdeprado,Castilla y León,-2.134474,41.95721
4233,Valtajeros,Castilla y León,-2.2358,41.9391
4234,Villar del Ala,Castilla y León,-2.565582,41.90851
4235,Villar del Río,Castilla y León,-2.381874,42.07116
4236,Vizmanos,Castilla y León,-2.423173,42.02459
4237,Yanguas,Castilla y León,-2.336306,42.11554
4238,Ólvega,Castilla y León,-1.978949,41.78212
4239,Ágreda,Castilla y León,-1.901497,41.85378
4240,Alconaba,Castilla y León,-2.381355,41.73146
4241,Aldealafuente,Castilla y León,-2.332748,41.65435
4242,Aldealpozo,Castilla y León,-2.196486,41.78544
4243,Aldealseñor,Castilla y León,-2.31209,41.88448
4244,Aldehuela de Periáñez,Castilla y León,-2.317956,41.80985
4245,Aliud,Castilla y León,-2.249993,41.65423
4246,Almajano,Castilla y León,-2.336591,41.84362
4247,Almaluez,Castilla y León,-2.306812,41.31789
4248,Almazul,Castilla y León,-2.105717,41.52204
4249,Almenar de Soria,Castilla y León,-2.166117,41.69483
4250,Arancón,Castilla y León,-2.254301,41.7849
4251,Arcos de Jalón,Castilla y León,-2.379651,41.24129
4252,Beratón,Castilla y León,-1.827201,41.72252
4253,Bliecos,Castilla y León,-2.270967,41.52877
4254,Borobia,Castilla y León,-1.882291,41.67526
4255,Buberos,Castilla y León,-2.175417,41.65001
4256,Buitrago,Castilla y León,-2.405815,41.84438
4257,Cañamaque,Castilla y León,-2.227801,41.44957
4258,Cabrejas del Campo,Castilla y León,-2.27453,41.69361
4259,Candilichera,Castilla y León,-2.301612,41.72176
4260,Carabantes,Castilla y León,-1.994827,41.55101
4261,Castilruiz,Castilla y León,-2.022936,41.88262
4262,Cihuela,Castilla y León,-1.998367,41.41406
4263,Ciria,Castilla y León,-1.962975,41.63406
4264,Cirujales del Río,Castilla y León,-2.324765,41.86803
4265,Cueva de Ágreda,Castilla y León,-1.878683,41.75715
4266,Dévanos,Castilla y León,-1.950886,41.90797
4267,Deza,Castilla y León,-1.996112,41.4749
4268,Fuentecantos,Castilla y León,-2.433795,41.8435
4269,Fuentelmonge,Castilla y León,-2.176042,41.41195
4270,Fuentelsaz de Soria,Castilla y León,-2.420146,41.86833
4271,Gómara,Castilla y León,-2.228282,41.60179
4272,Hinojosa del Campo,Castilla y León,-2.081346,41.74328
4273,La Losilla,Castilla y León,-2.270371,41.87273
4274,Los Villares de Soria,Castilla y León,-2.365859,41.87433
4275,Matalebreras,Castilla y León,-2.060687,41.83199
4276,Monteagudo de las Vicarías,Castilla y León,-2.204532,41.36733
4277,Narros,Castilla y León,-2.285236,41.84999
4278,Noviercas,Castilla y León,-2.005587,41.70483
4279,Pinilla del Campo,Castilla y León,-2.095242,41.7094
4280,Portillo de Soria,Castilla y León,-2.115412,41.62924
4281,Pozalmuro,Castilla y León,-2.103833,41.77422
4282,Quiñonería,Castilla y León,-2.054417,41.55109
4283,Renieblas,Castilla y León,-2.362737,41.79889
4284,Reznos,Castilla y León,-2.017183,41.59555
4285,Santa María de Huerta,Castilla y León,-2.161507,41.22418
4286,Serón de Nágima,Castilla y León,-2.194843,41.503
4287,Soria,Castilla y León,-1.937612,41.7063
4288,Tajahuerce,Castilla y León,-2.164779,41.75008
4289,Tejado,Castilla y León,-2.301733,41.57944
4290,Torlengua,Castilla y León,-2.143222,41.45984
4291,Torrubia de Soria,Castilla y León,-2.064679,41.62385
4292,Velilla de la Sierra,Castilla y León,-2.409327,41.79717
4293,Velilla de los Ajos,Castilla y León,-2.273429,41.49569
4294,Villar del Campo,Castilla y León,-2.137003,41.80484
4295,Villaseca de Arciel,Castilla y León,-2.151102,41.61837
4296,Vozmediano,Castilla y León,-1.8417,41.84013
4297,Bayubas de Abajo,Castilla y León,-2.908937,41.51064
4298,Bayubas de Arriba,Castilla y León,-2.88762,41.56276
4299,Blacos,Castilla y León,-2.879084,41.69217
4300,Calatañazor,Castilla y León,-2.802311,41.71957
4301,Cidones,Castilla y León,-2.673662,41.82378
4302,Cubo de la Solana,Castilla y León,-2.456622,41.61413
4303,Fuentepinilla,Castilla y León,-2.744238,41.55637
4304,Garray,Castilla y León,-2.504599,41.84807
4305,Golmayo,Castilla y León,-2.656312,41.7175
4306,Gormaz,Castilla y León,-3.00803,41.50902
4307,Los Rábanos,Castilla y León,-2.463501,41.68157
4308,Quintana Redonda,Castilla y León,-2.660169,41.63527
4309,Quintanas de Gormaz,Castilla y León,-2.963979,41.51302
4310,Rioseco de Soria,Castilla y León,-2.850996,41.63656
4311,Soria,Castilla y León,-2.516748,41.78878
4312,Tajueco,Castilla y León,-2.84528,41.5375
4313,Tardelcuende,Castilla y León,-2.643784,41.58276
4314,Torreblacos,Castilla y León,-2.898662,41.67741
4315,Valdenebro,Castilla y León,-2.927682,41.58478
4316,Valderrodilla,Castilla y León,-2.819072,41.57515
4317,Villaciervos,Castilla y León,-2.666694,41.76925
4318,Adradas,Castilla y León,-2.493045,41.34564
4319,Alentisque,Castilla y León,-2.335388,41.40476
4320,Almazán,Castilla y León,-2.555925,41.48305
4321,Arenillas,Castilla y León,-2.846391,41.34216
4322,Barca,Castilla y León,-2.640963,41.43916
4323,Barcones,Castilla y León,-2.811362,41.28955
4324,Berlanga de Duero,Castilla y León,-2.873919,41.43581
4325,Borjabad,Castilla y León,-2.399989,41.5604
4326,Caltojar,Castilla y León,-2.752291,41.40215
4327,Centenera de Andaluz,Castilla y León,-2.72294,41.51008
4328,Coscurita,Castilla y León,-2.471155,41.44259
4329,Escobosa de Almazán,Castilla y León,-2.367576,41.49104
4330,Frechilla de Almazán,Castilla y León,-2.520619,41.41292
4331,La Riba de Escalote,Castilla y León,-2.797878,41.35331
4332,Maján,Castilla y León,-2.297376,41.46647
4333,Matamala de Almazán,Castilla y León,-2.64046,41.50917
4334,Momblona,Castilla y León,-2.337242,41.44517
4335,Morón de Almazán,Castilla y León,-2.406064,41.39982
4336,Nepas,Castilla y León,-2.403882,41.5208
4337,Nolay,Castilla y León,-2.339282,41.52243
4338,Rello,Castilla y León,-2.74612,41.339
4339,Soliedra,Castilla y León,-2.390326,41.45818
4340,Taroda,Castilla y León,-2.418902,41.33313
4341,Velamazán,Castilla y León,-2.72576,41.46114
4342,Viana de Duero,Castilla y León,-2.459591,41.52114
4343,Alcubilla de las Peñas,Castilla y León,-2.505356,41.2733
4344,Alpanseque,Castilla y León,-2.698816,41.27772
4345,Arcos de Jalón,Castilla y León,-2.250036,41.17326
4346,Baraona,Castilla y León,-2.619497,41.29778
4347,Medinaceli,Castilla y León,-2.429282,41.16084
4348,Miño de Medinaceli,Castilla y León,-2.542402,41.17664
4349,Villasayas,Castilla y León,-2.630066,41.3604
4350,Yelo,Castilla y León,-2.540994,41.21886
4351,Alcubilla de Avellaneda,Castilla y León,-3.295637,41.71547
4352,Burgo de Osma-Ciudad de Osma,Castilla y León,-3.052235,41.59845
4353,Caracena,Castilla y León,-3.094813,41.38799
4354,Carrascosa de Abajo,Castilla y León,-3.078995,41.42263
4355,Castillejo de Robledo,Castilla y León,-3.496753,41.56538
4356,Espeja de San Marcelino,Castilla y León,-3.232513,41.78572
4357,Fresno de Caracena,Castilla y León,-3.1043,41.46255
4358,Fuentearmegil,Castilla y León,-3.194862,41.71693
4359,Fuentecambrón,Castilla y León,-3.338253,41.49199
4360,Langa de Duero,Castilla y León,-3.376264,41.6115
4361,Liceras,Castilla y León,-3.237553,41.39179
4362,Miño de San Esteban,Castilla y León,-3.351736,41.54948
4363,Montejo de Tiermes,Castilla y León,-3.204648,41.36991
4364,Nafría de Ucero,Castilla y León,-3.105933,41.71648
4365,Recuerda,Castilla y León,-3.002306,41.43566
4366,Retortillo de Soria,Castilla y León,-3.028975,41.33052
4367,San Esteban de Gormaz,Castilla y León,-3.219989,41.53553
4368,Santa María de las Hoyas,Castilla y León,-3.139954,41.76986
4369,Ucero,Castilla y León,-3.057891,41.72113
4370,Valdemaluque,Castilla y León,-3.032425,41.68604
4371,Villanueva de Gormaz,Castilla y León,-3.055028,41.46588
4372,Abejar,Castilla y León,-2.785825,41.80049
4373,Cabrejas del Pinar,Castilla y León,-2.867819,41.78168
4374,Casarejos,Castilla y León,-3.046384,41.80715
4375,"Comunidad de Herrera de Soria, Navafría de Ucero y Ucero",Castilla y León,-3.055547,41.74907
4376,Covaleda,Castilla y León,-2.864875,41.94377
4377,Cubilla,Castilla y León,-2.940681,41.73695
4378,Duruelo de la Sierra,Castilla y León,-2.930744,41.97244
4379,Herrera de Soria,Castilla y León,-3.027315,41.76305
4380,Molinos de Duero,Castilla y León,-2.825774,41.88174
4381,Montenegro de Cameros,Castilla y León,-2.75722,42.08229
4382,Muriel de la Fuente,Castilla y León,-2.868318,41.7233
4383,Muriel Viejo,Castilla y León,-2.913896,41.77948
4384,Navaleno,Castilla y León,-3.007865,41.85217
4385,Salduero,Castilla y León,-2.808064,41.90045
4386,San Leonardo de Yagüe,Castilla y León,-3.081473,41.83521
4387,Soria,Castilla y León,-2.906731,41.86539
4388,Talveila,Castilla y León,-2.969418,41.74114
4389,Vadillo,Castilla y León,-2.998623,41.80659
4390,Vinuesa,Castilla y León,-2.77374,41.95295
4391,Espeja de San Marcelino,Castilla y León,-3.282216,41.81085
4392,Espejón,Castilla y León,-3.265099,41.84544
4393,Aguilar de Campos,Castilla y León,-5.191202,41.98001
4394,Barcial de la Loma,Castilla y León,-5.281529,41.94899
4395,Becilla de Valderaduey,Castilla y León,-5.210468,42.09344
4396,Berrueces,Castilla y León,-5.095847,41.9476
4397,Bolaños de Campos,Castilla y León,-5.277867,42.00903
4398,Bustillo de Chaves,Castilla y León,-5.11346,42.12343
4399,Cabezón de Valderaduey,Castilla y León,-5.163311,42.17028
4400,Cabreros del Monte,Castilla y León,-5.281468,41.84876
4401,Castrobol,Castilla y León,-5.314303,42.1367
4402,Castroponce,Castilla y León,-5.1739,42.1182
4403,Ceinos de Campos,Castilla y León,-5.141847,42.03018
4404,Cuenca de Campos,Castilla y León,-5.06017,42.04674
4405,Fontihoyuelo,Castilla y León,-5.055812,42.16343
4406,Gatón de Campos,Castilla y León,-4.97277,42.04184
4407,Herrín de Campos,Castilla y León,-4.951609,42.12065
4408,La Unión de Campos,Castilla y León,-5.34156,42.08603
4409,Mayorga,Castilla y León,-5.300928,42.17259
4410,Medina de Rioseco,Castilla y León,-5.029614,41.88888
4411,Melgar de Abajo,Castilla y León,-5.147199,42.24809
4412,Melgar de Arriba,Castilla y León,-5.100953,42.27417
4413,Monasterio de Vega,Castilla y León,-5.203979,42.24473
4414,Montealegre de Campos,Castilla y León,-4.906932,41.89193
4415,Moral de la Reina,Castilla y León,-5.081758,41.9838
4416,Morales de Campos,Castilla y León,-5.177566,41.85649
4417,Palazuelo de Vedija,Castilla y León,-5.139142,41.92827
4418,Pozuelo de la Orden,Castilla y León,-5.260788,41.81116
4419,Saelices de Mayorga,Castilla y León,-5.205686,42.21249
4420,San Pedro de Latarce,Castilla y León,-5.342932,41.74156
4421,Santa Eufemia del Arroyo,Castilla y León,-5.277556,41.89485
4422,Santervás de Campos,Castilla y León,-5.060689,42.23774
4423,Tamariz de Campos,Castilla y León,-5.019314,41.98019
4424,Tordehumos,Castilla y León,-5.160891,41.80563
4425,Urones de Castroponce,Castilla y León,-5.283938,42.10648
4426,Urueña,Castilla y León,-5.185402,41.72931
4427,Valdenebro de los Valles,Castilla y León,-4.967608,41.84602
4428,Valdunquillo,Castilla y León,-5.326515,42.04337
4429,Valverde de Campos,Castilla y León,-5.034274,41.82482
4430,Vega de Ruiponce,Castilla y León,-5.125354,42.19014
4431,Villabaruz de Campos,Castilla y León,-4.992331,42.01388
4432,Villabrágima,Castilla y León,-5.105227,41.83295
4433,Villacarralón,Castilla y León,-5.041541,42.19561
4434,Villacid de Campos,Castilla y León,-5.123486,42.0803
4435,Villafrades de Campos,Castilla y León,-4.956832,42.07663
4436,Villafrechós,Castilla y León,-5.212331,41.89632
4437,Villagómez la Nueva,Castilla y León,-5.149974,42.15039
4438,Villagarcía de Campos,Castilla y León,-5.19086,41.77709
4439,Villalán de Campos,Castilla y León,-5.210966,42.01631
4440,Villalón de Campos,Castilla y León,-5.030837,42.10856
4441,Villalba de la Loma,Castilla y León,-5.195171,42.17578
4442,Villamuriel de Campos,Castilla y León,-5.201746,41.94304
4443,Villanueva de la Condesa,Castilla y León,-5.096752,42.14982
4444,Villanueva de los Caballeros,Castilla y León,-5.283697,41.77423
4445,Villanueva de San Mancio,Castilla y León,-5.014752,41.92645
4446,Villardefrades,Castilla y León,-5.251439,41.72388
4447,Villavellid,Castilla y León,-5.276845,41.69747
4448,Villavicencio de los Caballeros,Castilla y León,-5.2282,42.0528
4449,Adalia,Castilla y León,-5.124832,41.64559
4450,Amusquillo,Castilla y León,-4.295786,41.75111
4451,Arroyo de la Encomienda,Castilla y León,-4.796804,41.62248
4452,Barruelo del Valle,Castilla y León,-5.084662,41.67571
4453,Benafarces,Castilla y León,-5.290806,41.62107
4454,Bercero,Castilla y León,-5.077183,41.55599
4455,Berceruelo,Castilla y León,-5.01561,41.5902
4456,Boecillo,Castilla y León,-4.720384,41.53924
4457,Cabezón de Pisuerga,Castilla y León,-4.620674,41.72725
4458,Canillas de Esgueva,Castilla y León,-4.136166,41.76155
4459,Casasola de Arión,Castilla y León,-5.251006,41.57851
4460,Castrillo-Tejeriego,Castilla y León,-4.372382,41.69158
4461,Castrodeza,Castilla y León,-4.953415,41.64092
4462,Castromembibre,Castilla y León,-5.313072,41.68004
4463,Castromonte,Castilla y León,-5.053673,41.75656
4464,Castronuevo de Esgueva,Castilla y León,-4.589993,41.67879
4465,Castroverde de Cerrato,Castilla y León,-4.2388,41.7482
4466,Cigales,Castilla y León,-4.714751,41.77385
4467,Ciguñuela,Castilla y León,-4.861149,41.64458
4468,Cistérniga,Castilla y León,-4.653264,41.59481
4469,Corcos,Castilla y León,-4.680252,41.8027
4470,Cubillas de Santa Marta,Castilla y León,-4.603761,41.81768
4471,Encinas de Esgueva,Castilla y León,-4.091,41.75375
4472,Esguevillas de Esgueva,Castilla y León,-4.381761,41.75297
4473,Fombellida,Castilla y León,-4.183244,41.75417
4474,Fuensaldaña,Castilla y León,-4.758486,41.70932
4475,Gallegos de Hornija,Castilla y León,-5.091483,41.60858
4476,Geria,Castilla y León,-4.88465,41.57553
4477,La Mudarra,Castilla y León,-4.94502,41.78346
4478,Laguna de Duero,Castilla y León,-4.716882,41.57324
4479,Marzales,Castilla y León,-5.142544,41.57989
4480,Matilla de los Caños,Castilla y León,-4.954014,41.54315
