id,name,division,lon,lat
2140,Iniéstola,Castilla-La Mancha,-2.370493,40.99176
2141,Irueste,Castilla-La Mancha,-2.893314,40.60757
2142,Jadraque,Castilla-La Mancha,-2.935938,40.92889
2143,Las Inviernas,Castilla-La Mancha,-2.670244,40.86678
2144,Ledanca,Castilla-La Mancha,-2.853524,40.86008
2145,Luzaga,Castilla-La Mancha,-2.446962,40.96716
2146,Mandayona,Castilla-La Mancha,-2.738946,40.96117
2147,Masegoso de Tajuña,Castilla-La Mancha,-2.698903,40.82568
2148,Matillas,Castilla-La Mancha,-2.833623,40.94139
2149,Mirabueno,Castilla-La Mancha,-2.711567,40.92636
2150,Miralrío,Castilla-La Mancha,-2.936428,40.88935
2151,Muduex,Castilla-La Mancha,-2.946393,40.81763
2152,Ocentejo,Castilla-La Mancha,-2.396969,40.77421
2153,Olmeda de Cobeta,Castilla-La Mancha,-2.208209,40.84253
2154,Riba de Saelices,Castilla-La Mancha,-2.286989,40.90474
2155,Sacecorbo,Castilla-La Mancha,-2.414187,40.82736
2156,Saelices de la Sal,Castilla-La Mancha,-2.338765,40.90671
2157,San Andrés del Rey,Castilla-La Mancha,-2.813034,40.63076
2158,Solanillos del Extremo,Castilla-La Mancha,-2.691911,40.75803
2159,Sotodosos,Castilla-La Mancha,-2.395346,40.91277
2160,Taragudo,Castilla-La Mancha,-3.085952,40.82415
2161,Torija,Castilla-La Mancha,-3.038978,40.74493
2162,Torre del Burgo,Castilla-La Mancha,-3.08513,40.80167
2163,Torrecuadradilla,Castilla-La Mancha,-2.538438,40.84347
2164,Torremocha del Campo,Castilla-La Mancha,-2.577559,40.92308
2165,Trijueque,Castilla-La Mancha,-2.983983,40.78136
2166,Utande,Castilla-La Mancha,-2.92317,40.8546
2167,Valdearenas,Castilla-La Mancha,-2.993218,40.82263
2168,Valderrebollo,Castilla-La Mancha,-2.734761,40.80809
2169,Villanueva de Argecilla,Castilla-La Mancha,-2.915986,40.90296
2170,Villaseca de Henares,Castilla-La Mancha,-2.801112,40.96509
2171,Yélamos de Abajo,Castilla-La Mancha,-2.855002,40.61862
2172,Yélamos de Arriba,Castilla-La Mancha,-2.843366,40.64857
2173,Alcocer,Castilla-La Mancha,-2.581832,40.46347
2174,Alhóndiga,Castilla-La Mancha,-2.832341,40.51723
2175,Alique,Castilla-La Mancha,-2.651448,40.58775
2176,Alocén,Castilla-La Mancha,-2.741241,40.56616
2177,Arbeteta,Castilla-La Mancha,-2.401254,40.6724
2178,Armallones,Castilla-La Mancha,-2.322742,40.73647
2179,Auñón,Castilla-La Mancha,-2.779001,40.51341
2180,Berninches,Castilla-La Mancha,-2.812069,40.57012
2181,Budia,Castilla-La Mancha,-2.762742,40.66866
2182,Castilforte,Castilla-La Mancha,-2.430624,40.56002
2183,Chillarón del Rey,Castilla-La Mancha,-2.699795,40.59187
2184,Durón,Castilla-La Mancha,-2.714921,40.6338
2185,El Olivar,Castilla-La Mancha,-2.761082,40.6005
2186,El Recuenco,Castilla-La Mancha,-2.332451,40.62064
2187,Escamilla,Castilla-La Mancha,-2.566286,40.554
2188,Mantiel,Castilla-La Mancha,-2.668937,40.62547
2189,Millana,Castilla-La Mancha,-2.575239,40.50524
2190,Pareja,Castilla-La Mancha,-2.651002,40.56193
2191,Peñalén,Castilla-La Mancha,-2.092781,40.67727
2192,Peralveche,Castilla-La Mancha,-2.483488,40.60918
2193,Poveda de la Sierra,Castilla-La Mancha,-2.014049,40.62841
2194,Sacedón,Castilla-La Mancha,-2.710847,40.46611
2195,Salmerón,Castilla-La Mancha,-2.489822,40.54318
2196,Trillo,Castilla-La Mancha,-2.555652,40.66864
2197,Valtablado del Río,Castilla-La Mancha,-2.393535,40.71761
2198,Villanueva de Alcorón,Castilla-La Mancha,-2.234345,40.66923
2199,Zaorejas,Castilla-La Mancha,-2.186894,40.75952
2200,Albalate de Zorita,Castilla-La Mancha,-2.850462,40.28651
2201,Albares,Castilla-La Mancha,-3.037797,40.30699
2202,Aldeanueva de Guadalajara,Castilla-La Mancha,-3.051446,40.69122
2203,Almoguera,Castilla-La Mancha,-3.038332,40.27219
2204,Almonacid de Zorita,Castilla-La Mancha,-2.841103,40.28786
2205,Alovera,Castilla-La Mancha,-3.245694,40.59178
2206,Aranzueque,Castilla-La Mancha,-3.077702,40.49146
2207,Armuña de Tajuña,Castilla-La Mancha,-3.035789,40.52524
2208,Atanzón,Castilla-La Mancha,-3.01006,40.66071
2209,Azuqueca de Henares,Castilla-La Mancha,-3.262433,40.55656
2210,Cabanillas del Campo,Castilla-La Mancha,-3.242016,40.6341
2211,Casa de Uceda,Castilla-La Mancha,-3.365692,40.84846
2212,Caspueñas,Castilla-La Mancha,-2.974,40.69995
2213,Centenera,Castilla-La Mancha,-3.057616,40.65089
2214,Chiloeches,Castilla-La Mancha,-3.194462,40.57046
2215,Comunidad de Albalate de Zorita e Illana (Aldovera),Castilla-La Mancha,-2.899567,40.23579
2216,Driebes,Castilla-La Mancha,-3.043058,40.23803
2217,El Casar,Castilla-La Mancha,-3.422605,40.72782
2218,El Cubillo de Uceda,Castilla-La Mancha,-3.410484,40.81361
2219,Escariche,Castilla-La Mancha,-3.060469,40.40096
2220,Escopete,Castilla-La Mancha,-3.003426,40.41594
2221,Fontanar,Castilla-La Mancha,-3.188229,40.72914
2222,Fuentelahiguera de Albatages,Castilla-La Mancha,-3.311095,40.78055
2223,Fuentelencina,Castilla-La Mancha,-2.873079,40.50712
2224,Fuentelviejo,Castilla-La Mancha,-2.989835,40.52026
2225,Fuentenovilla,Castilla-La Mancha,-3.103174,40.37442
2226,Galápagos,Castilla-La Mancha,-3.350903,40.70887
2227,Guadalajara,Castilla-La Mancha,-3.139552,40.60827
2228,Hontoba,Castilla-La Mancha,-3.03913,40.44772
2229,Horche,Castilla-La Mancha,-3.065329,40.56698
2230,Hueva,Castilla-La Mancha,-2.961747,40.46266
2231,Humanes,Castilla-La Mancha,-3.15359,40.84959
2232,Illana,Castilla-La Mancha,-2.95053,40.19626
2233,Loranca de Tajuña,Castilla-La Mancha,-3.115517,40.44109
2234,Lupiana,Castilla-La Mancha,-3.046279,40.61465
2235,Málaga del Fresno,Castilla-La Mancha,-3.246545,40.78538
2236,Malaguilla,Castilla-La Mancha,-3.264259,40.83285
2237,Marchamalo,Castilla-La Mancha,-3.245835,40.70455
2238,Mazuecos,Castilla-La Mancha,-3.01932,40.26234
2239,Mohernando,Castilla-La Mancha,-3.173787,40.7986
2240,Mondéjar,Castilla-La Mancha,-3.118029,40.31895
2241,Moratilla de los Meleros,Castilla-La Mancha,-2.938267,40.50354
2242,Pastrana,Castilla-La Mancha,-2.908854,40.40389
2243,Peñalver,Castilla-La Mancha,-2.888036,40.5743
2244,Pioz,Castilla-La Mancha,-3.173469,40.46068
2245,Pozo de Almoguera,Castilla-La Mancha,-3.029567,40.34776
2246,Pozo de Guadalajara,Castilla-La Mancha,-3.180244,40.49566
2247,Quer,Castilla-La Mancha,-3.283013,40.61198
2248,Renera,Castilla-La Mancha,-3.016766,40.48889
2249,Robledillo de Mohernando,Castilla-La Mancha,-3.218227,40.84497
2250,Romanones,Castilla-La Mancha,-2.984359,40.57232
2251,Sayatón,Castilla-La Mancha,-2.823773,40.42367
2252,Tórtola de Henares,Castilla-La Mancha,-3.123968,40.71225
2253,Tendilla,Castilla-La Mancha,-2.950254,40.54626
2254,Torrejón del Rey,Castilla-La Mancha,-3.345864,40.66803
2255,Uceda,Castilla-La Mancha,-3.451005,40.82929
2256,Valdarachas,Castilla-La Mancha,-3.126224,40.51314
2257,Valdeavellano,Castilla-La Mancha,-2.961715,40.66309
2258,Valdeaveruelo,Castilla-La Mancha,-3.306759,40.64833
2259,Valdeconcha,Castilla-La Mancha,-2.87437,40.45316
2260,Valdegrudas,Castilla-La Mancha,-3.005207,40.71781
2261,Valdenuño Fernández,Castilla-La Mancha,-3.37523,40.75843
2262,Valfermoso de Tajuña,Castilla-La Mancha,-2.959568,40.61353
2263,Viñuelas,Castilla-La Mancha,-3.348533,40.79097
2264,Villanueva de la Torre,Castilla-La Mancha,-3.304428,40.59222
2265,Villaseca de Uceda,Castilla-La Mancha,-3.342054,40.83691
2266,Yebes,Castilla-La Mancha,-3.101742,40.54027
2267,Yebra,Castilla-La Mancha,-2.957192,40.35131
2268,Yunquera de Henares,Castilla-La Mancha,-3.175134,40.75905
2269,Zorita de los Canes,Castilla-La Mancha,-2.888489,40.32758
2270,Albendiego,Castilla-La Mancha,-3.056872,41.21887
2271,Alcolea de las Peñas,Castilla-La Mancha,-2.782997,41.21351
2272,Angón,Castilla-La Mancha,-2.858758,41.06725
2273,Arbancón,Castilla-La Mancha,-3.151576,40.98288
2274,Arroyo de las Fraguas,Castilla-La Mancha,-3.133732,41.07546
2275,Atienza,Castilla-La Mancha,-2.869925,41.20832
2276,Bañuelos,Castilla-La Mancha,-2.918495,41.29809
2277,Baides,Castilla-La Mancha,-2.774404,41.00136
2278,Bustares,Castilla-La Mancha,-3.072448,41.13589
2279,Campillo de Ranas,Castilla-La Mancha,-3.327595,41.0545
2280,Campisábalos,Castilla-La Mancha,-3.140323,41.26148
2281,Cantalojas,Castilla-La Mancha,-3.292582,41.22699
2282,Cendejas de Enmedio,Castilla-La Mancha,-2.874809,40.99036
2283,Cendejas de la Torre,Castilla-La Mancha,-2.842649,40.97843
2284,Cincovillas,Castilla-La Mancha,-2.817641,41.1982
2285,Cogolludo,Castilla-La Mancha,-3.12662,40.93902
2286,Condemios de Abajo,Castilla-La Mancha,-3.101077,41.21352
2287,Condemios de Arriba,Castilla-La Mancha,-3.110838,41.1893
2288,Congostrina,Castilla-La Mancha,-2.977094,41.04713
2289,El Cardoso de la Sierra,Castilla-La Mancha,-3.426858,41.12791
2290,El Ordial,Castilla-La Mancha,-3.134914,41.11333
2291,Estriégana,Castilla-La Mancha,-2.529694,41.06388
2292,Fuencemillán,Castilla-La Mancha,-3.095967,40.92037
2293,Galve de Sorbe,Castilla-La Mancha,-3.196733,41.20587
2294,Gascueña de Bornova,Castilla-La Mancha,-3.008934,41.14061
2295,Hiendelaencina,Castilla-La Mancha,-2.996757,41.08018
2296,Hijes,Castilla-La Mancha,-3.016173,41.26167
2297,Huérmeces del Cerro,Castilla-La Mancha,-2.790638,41.05269
2298,Jirueque,Castilla-La Mancha,-2.906541,40.96616
2299,La Bodera,Castilla-La Mancha,-2.888058,41.12356
2300,La Huerce,Castilla-La Mancha,-3.170689,41.14006
2301,La Miñosa,Castilla-La Mancha,-2.936978,41.18422
2302,La Mierla,Castilla-La Mancha,-3.241475,40.93956
2303,La Olmeda de Jadraque,Castilla-La Mancha,-2.741232,41.12388
2304,La Toba,Castilla-La Mancha,-3.006172,41.00835
2305,Las Navas de Jadraque,Castilla-La Mancha,-3.087667,41.10387
2306,Majaelrayo,Castilla-La Mancha,-3.322937,41.1398
2307,Matarrubia,Castilla-La Mancha,-3.300256,40.87352
2308,Medranda,Castilla-La Mancha,-2.938501,40.98546
2309,Membrillera,Castilla-La Mancha,-2.995478,40.94601
2310,Miedes de Atienza,Castilla-La Mancha,-2.962214,41.2543
2311,Monasterio,Castilla-La Mancha,-3.11353,40.99757
2312,Montarrón,Castilla-La Mancha,-3.117204,40.90384
2313,Negredo,Castilla-La Mancha,-2.859943,41.02913
2314,Pálmaces de Jadraque,Castilla-La Mancha,-2.915128,41.05897
2315,Paredes de Sigüenza,Castilla-La Mancha,-2.734167,41.24266
2316,Pinilla de Jadraque,Castilla-La Mancha,-2.942633,41.01971
2317,Prádena de Atienza,Castilla-La Mancha,-3.009832,41.18214
2318,Puebla de Beleña,Castilla-La Mancha,-3.231888,40.89492
2319,Puebla de Valles,Castilla-La Mancha,-3.299841,40.91849
2320,Rebollosa de Jadraque,Castilla-La Mancha,-2.844038,41.08968
2321,Retiendas,Castilla-La Mancha,-3.282183,40.97353
2322,Riofrío del Llano,Castilla-La Mancha,-2.816042,41.12516
2323,Robledo de Corpes,Castilla-La Mancha,-2.941866,41.11212
2324,Romanillos de Atienza,Castilla-La Mancha,-2.888818,41.28057
2325,Saúca,Castilla-La Mancha,-2.55502,41.02499
2326,San Andrés del Congosto,Castilla-La Mancha,-3.034007,40.98777
2327,Santiuste,Castilla-La Mancha,-2.809032,41.08716
2328,Semillas,Castilla-La Mancha,-3.124692,41.04482
2329,Sienes,Castilla-La Mancha,-2.63619,41.20213
2330,Sigüenza,Castilla-La Mancha,-2.656607,41.10327
2331,Somolinos,Castilla-La Mancha,-3.065811,41.25967
2332,Tamajón,Castilla-La Mancha,-3.229962,41.03047
2333,Tordelrábano,Castilla-La Mancha,-2.757202,41.21511
2334,Torremocha de Jadraque,Castilla-La Mancha,-2.906391,41.01384
2335,Tortuero,Castilla-La Mancha,-3.366055,40.95782
2336,Ujados,Castilla-La Mancha,-3.01119,41.22684
2337,Valdelcubo,Castilla-La Mancha,-2.674403,41.22784
2338,Valdepeñas de la Sierra,Castilla-La Mancha,-3.400338,40.90923
2339,Valdesotos,Castilla-La Mancha,-3.320275,40.97627
2340,Valverde de los Arroyos,Castilla-La Mancha,-3.235055,41.13443
2341,Viana de Jadraque,Castilla-La Mancha,-2.785922,41.02831
2342,Villares de Jadraque,Castilla-La Mancha,-3.028267,41.10287
2343,Zarzuela de Jadraque,Castilla-La Mancha,-3.056648,41.06189
2344,Torrejón del Rey,Castilla-La Mancha,-3.371904,40.63314
2345,Almonacid de Toledo,Castilla-La Mancha,-3.844926,39.80214
2346,Cabañas de Yepes,Castilla-La Mancha,-3.537296,39.89289
2347,Cabezamesada,Castilla-La Mancha,-3.091631,39.82528
2348,Camuñas,Castilla-La Mancha,-3.478681,39.39993
2349,Ciruelos,Castilla-La Mancha,-3.630862,39.94477
2350,Consuegra,Castilla-La Mancha,-3.688928,39.47988
2351,Corral de Almaguer,Castilla-La Mancha,-3.189618,39.75986
2352,Dosbarrios,Castilla-La Mancha,-3.501529,39.84751
2353,El Romeral,Castilla-La Mancha,-3.437619,39.72288
2354,El Toboso,Castilla-La Mancha,-2.982947,39.51741
2355,Huerta de Valdecarábanos,Castilla-La Mancha,-3.614862,39.84018
2356,La Guardia,Castilla-La Mancha,-3.530597,39.79346
2357,La Puebla de Almoradiel,Castilla-La Mancha,-3.135282,39.59253
2358,La Villa de Don Fadrique,Castilla-La Mancha,-3.204938,39.62796
2359,Lillo,Castilla-La Mancha,-3.333477,39.70351
2360,Madridejos,Castilla-La Mancha,-3.537663,39.46635
2361,Manzaneque,Castilla-La Mancha,-3.794287,39.64084
2362,Mascaraque,Castilla-La Mancha,-3.802184,39.74508
2363,Miguel Esteban,Castilla-La Mancha,-3.103359,39.51498
2364,Mora,Castilla-La Mancha,-3.736677,39.68827
2365,Noblejas,Castilla-La Mancha,-3.432058,39.99457
2366,Ocaña,Castilla-La Mancha,-3.512319,39.94657
2367,Ontígola,Castilla-La Mancha,-3.535081,40.00663
2368,Quero,Castilla-La Mancha,-3.260042,39.51379
2369,Quintanar de la Orden,Castilla-La Mancha,-3.018968,39.59754
2370,Santa Cruz de la Zarza,Castilla-La Mancha,-3.188926,39.95689
2371,Tembleque,Castilla-La Mancha,-3.539894,39.6644
2372,Turleque,Castilla-La Mancha,-3.637668,39.5949
2373,Urda,Castilla-La Mancha,-3.729877,39.36463
2374,Villacañas,Castilla-La Mancha,-3.364541,39.58246
2375,Villafranca de los Caballeros,Castilla-La Mancha,-3.368588,39.45561
2376,Villaminaya,Castilla-La Mancha,-3.879539,39.71429
2377,Villamuelas,Castilla-La Mancha,-3.732978,39.80644
2378,Villanueva de Alcardete,Castilla-La Mancha,-3.024345,39.68154
2379,Villanueva de Bogas,Castilla-La Mancha,-3.651315,39.72503
2380,Villarrubia de Santiago,Castilla-La Mancha,-3.330229,40.00207
2381,Villasequilla,Castilla-La Mancha,-3.706201,39.86286
2382,Villatobas,Castilla-La Mancha,-3.322259,39.87571
2383,Yepes,Castilla-La Mancha,-3.686846,39.91433
2384,Ajofrín,Castilla-La Mancha,-3.989287,39.72876
2385,Chueca,Castilla-La Mancha,-3.940957,39.72743
2386,Los Yébenes,Castilla-La Mancha,-3.929267,39.42555
2387,Marjaliza,Castilla-La Mancha,-3.96798,39.54885
2388,Mazarambroz,Castilla-La Mancha,-4.079509,39.64644
2389,Orgaz,Castilla-La Mancha,-3.896186,39.64155
2390,Sonseca,Castilla-La Mancha,-3.994423,39.64228
2391,Hontanar,Castilla-La Mancha,-4.529993,39.56424
2392,Las Ventas con Peña Aguilera,Castilla-La Mancha,-4.229942,39.568
2393,Menasalbas,Castilla-La Mancha,-4.356715,39.61621
2394,Navahermosa,Castilla-La Mancha,-4.477107,39.65449
2395,San Martín de Montalbán,Castilla-La Mancha,-4.427503,39.72489
2396,San Pablo de los Montes,Castilla-La Mancha,-4.323105,39.52314
2397,Albarreal de Tajo,Castilla-La Mancha,-4.222244,39.8893
2398,Alcabón,Castilla-La Mancha,-4.368786,40.00001
2399,Aldea en Cabo,Castilla-La Mancha,-4.472171,40.19326
2400,Almorox,Castilla-La Mancha,-4.38374,40.24699
2401,Arcicóllar,Castilla-La Mancha,-4.100718,40.054
2402,Barcience,Castilla-La Mancha,-4.235044,39.98091
2403,Burujón,Castilla-La Mancha,-4.289383,39.8866
2404,Camarena,Castilla-La Mancha,-4.115585,40.1075
2405,Camarenilla,Castilla-La Mancha,-4.083887,40.00938
2406,Carmena,Castilla-La Mancha,-4.398856,39.92898
2407,Carriches,Castilla-La Mancha,-4.457711,39.9665
2408,Domingo Pérez,Castilla-La Mancha,-4.507762,39.97941
2409,El Carpio de Tajo,Castilla-La Mancha,-4.49128,39.8456
2410,El Casar de Escalona,Castilla-La Mancha,-4.530925,40.05181
2411,Erustes,Castilla-La Mancha,-4.498004,39.95456
2412,Escalona,Castilla-La Mancha,-4.390144,40.15
2413,Escalonilla,Castilla-La Mancha,-4.345603,39.92035
2414,Fuensalida,Castilla-La Mancha,-4.17942,40.06639
2415,Gerindote,Castilla-La Mancha,-4.265236,39.94204
2416,Hormigos,Castilla-La Mancha,-4.455915,40.0977
2417,Huecas,Castilla-La Mancha,-4.197567,40.01099
2418,Illán de Vacas,Castilla-La Mancha,-4.555444,39.97021
2419,La Mata,Castilla-La Mancha,-4.449908,39.92789
2420,La Puebla de Montalbán,Castilla-La Mancha,-4.379332,39.81631
2421,La Torre de Esteban Hambrán,Castilla-La Mancha,-4.217536,40.16927
2422,Los Cerralbos,Castilla-La Mancha,-4.583204,40.02144
2423,Méntrida,Castilla-La Mancha,-4.183763,40.23293
2424,Maqueda,Castilla-La Mancha,-4.365424,40.07846
2425,Mesegar de Tajo,Castilla-La Mancha,-4.501174,39.92124
2426,Nombela,Castilla-La Mancha,-4.524655,40.13205
2427,Novés,Castilla-La Mancha,-4.265252,40.036
2428,Otero,Castilla-La Mancha,-4.506815,40.01944
2429,Paredes de Escalona,Castilla-La Mancha,-4.439718,40.21165
2430,Portillo de Toledo,Castilla-La Mancha,-4.246505,40.07872
2431,Quismondo,Castilla-La Mancha,-4.319723,40.10813
2432,Rielves,Castilla-La Mancha,-4.187361,39.94491
2433,Santa Cruz del Retamar,Castilla-La Mancha,-4.284316,40.17353
2434,Santa Olalla,Castilla-La Mancha,-4.434496,40.01478
2435,Santo Domingo-Caudilla,Castilla-La Mancha,-4.337045,40.01449
2436,Torrijos,Castilla-La Mancha,-4.284642,39.98376
2437,Villamiel de Toledo,Castilla-La Mancha,-4.13041,39.98169
2438,Alcañizo,Castilla-La Mancha,-5.110871,39.90534
2439,Alcolea de Tajo,Castilla-La Mancha,-5.116947,39.80827
2440,Almendral de la Cañada,Castilla-La Mancha,-4.748082,40.18622
2441,Azután,Castilla-La Mancha,-5.134915,39.77489
2442,Buenaventura,Castilla-La Mancha,-4.874347,40.16946
2443,Calera y Chozas,Castilla-La Mancha,-5.017441,39.87791
2444,Caleruela,Castilla-La Mancha,-5.252034,39.86955
2445,Calzada de Oropesa,Castilla-La Mancha,-5.303047,39.9806
2446,Cardiel de los Montes,Castilla-La Mancha,-4.641416,40.06795
2447,Castillo de Bayuela,Castilla-La Mancha,-4.686657,40.07921
2448,Cazalegas,Castilla-La Mancha,-4.702892,40.00031
2449,Cebolla,Castilla-La Mancha,-4.563882,39.93885
2450,Cervera de los Montes,Castilla-La Mancha,-4.830429,40.05587
2451,El Puente del Arzobispo,Castilla-La Mancha,-5.174623,39.80252
2452,El Real de San Vicente,Castilla-La Mancha,-4.673452,40.16498
2453,Garciotum,Castilla-La Mancha,-4.63773,40.1153
2454,Herreruela de Oropesa,Castilla-La Mancha,-5.241053,39.89588
2455,Hinojosa de San Vicente,Castilla-La Mancha,-4.739109,40.10783
2456,La Iglesuela,Castilla-La Mancha,-4.743734,40.23993
2457,La Pueblanueva,Castilla-La Mancha,-4.704652,39.9124
2458,Lagartera,Castilla-La Mancha,-5.234862,39.98211
2459,Las Herencias,Castilla-La Mancha,-4.849253,39.87164
2460,Las Ventas de San Julián,Castilla-La Mancha,-5.287779,39.99649
2461,Lucillos,Castilla-La Mancha,-4.625837,40.00532
2462,Malpica de Tajo,Castilla-La Mancha,-4.581062,39.88484
2463,Marrupe,Castilla-La Mancha,-4.803244,40.09037
2464,Mejorada,Castilla-La Mancha,-4.916772,40.01623
2465,Montearagón,Castilla-La Mancha,-4.633506,39.95625
2466,Montesclaros,Castilla-La Mancha,-4.929811,40.0911
2467,Navalcán,Castilla-La Mancha,-5.101145,40.08819
2468,Navalmoralejo,Castilla-La Mancha,-5.123372,39.74459
2469,Navamorcuende,Castilla-La Mancha,-4.831779,40.13773
2470,Nuño Gómez,Castilla-La Mancha,-4.614731,40.12821
2471,Oropesa,Castilla-La Mancha,-5.21464,39.98518
2472,Parrillas,Castilla-La Mancha,-5.043136,40.0933
2473,Pelahustán,Castilla-La Mancha,-4.588959,40.17062
2474,Pepino,Castilla-La Mancha,-4.785537,40.01575
2475,San Bartolomé de las Abiertas,Castilla-La Mancha,-4.73958,39.83674
2476,San Román de los Montes,Castilla-La Mancha,-4.741745,40.05293
2477,Sartajada,Castilla-La Mancha,-4.803165,40.2102
2478,Segurilla,Castilla-La Mancha,-4.872761,40.0367
2479,Sotillo de las Palomas,Castilla-La Mancha,-4.847936,40.09305
2480,Talavera de la Reina,Castilla-La Mancha,-4.849116,39.9538
2481,Torralba de Oropesa,Castilla-La Mancha,-5.129691,39.95195
2482,Torrico,Castilla-La Mancha,-5.211617,39.8332
2483,Valdeverdeja,Castilla-La Mancha,-5.273249,39.80326
2484,Velada,Castilla-La Mancha,-5.002012,40.02879
2485,Añover de Tajo,Castilla-La Mancha,-3.766784,39.98279
2486,Alameda de la Sagra,Castilla-La Mancha,-3.802637,40.00545
2487,Argés,Castilla-La Mancha,-4.093861,39.81849
2488,Bargas,Castilla-La Mancha,-4.074092,39.9481
2489,Borox,Castilla-La Mancha,-3.721975,40.05162
2490,Burguillos de Toledo,Castilla-La Mancha,-3.991864,39.78156
2491,Cabañas de la Sagra,Castilla-La Mancha,-3.950643,40.00153
2492,Carranque,Castilla-La Mancha,-3.925431,40.17667
2493,Casarrubios del Monte,Castilla-La Mancha,-4.051546,40.20034
2494,Casasbuenas,Castilla-La Mancha,-4.108005,39.76605
2495,Cedillo del Condado,Castilla-La Mancha,-3.929026,40.09123
2496,Chozas de Canales,Castilla-La Mancha,-4.048805,40.11216
2497,Cobeja,Castilla-La Mancha,-3.854152,40.0085
2498,Cobisa,Castilla-La Mancha,-4.02551,39.79654
2499,Cuerva,Castilla-La Mancha,-4.216011,39.66165
2500,El Viso de San Juan,Castilla-La Mancha,-3.98715,40.15168
2501,Esquivias,Castilla-La Mancha,-3.754454,40.10629
2502,Gálvez,Castilla-La Mancha,-4.289105,39.71919
2503,Guadamur,Castilla-La Mancha,-4.147157,39.8241
2504,Illescas,Castilla-La Mancha,-3.844621,40.13465
2505,Las Ventas de Retamosa,Castilla-La Mancha,-4.142377,40.15438
2506,Layos,Castilla-La Mancha,-4.056304,39.77063
2507,Lominchar,Castilla-La Mancha,-3.986899,40.08526
2508,Magán,Castilla-La Mancha,-3.932616,39.96591
2509,Mocejón,Castilla-La Mancha,-3.909732,39.92579
2510,Nambroca,Castilla-La Mancha,-3.918101,39.79849
2511,Noez,Castilla-La Mancha,-4.164519,39.73605
2512,Numancia de la Sagra,Castilla-La Mancha,-3.82829,40.07729
2513,Olías del Rey,Castilla-La Mancha,-3.985084,39.94846
2514,Palomeque,Castilla-La Mancha,-3.97812,40.1172
2515,Pantoja,Castilla-La Mancha,-3.822747,40.0451
2516,Polán,Castilla-La Mancha,-4.245583,39.79884
2517,Pulgar,Castilla-La Mancha,-4.156251,39.6755
2518,Recas,Castilla-La Mancha,-4.014092,40.04939
2519,Seseña,Castilla-La Mancha,-3.665691,40.0919
2520,Toledo,Castilla-La Mancha,-4.014855,39.86999
2521,Totanés,Castilla-La Mancha,-4.218941,39.70886
2522,Ugena,Castilla-La Mancha,-3.87402,40.16582
2523,Valmojado,Castilla-La Mancha,-4.104313,40.21426
2524,Villaluenga de la Sagra,Castilla-La Mancha,-3.911727,40.02384
2525,Villaseca de la Sagra,Castilla-La Mancha,-3.864623,39.96629
2526,Yeles,Castilla-La Mancha,-3.788835,40.12052
2527,Yuncler,Castilla-La Mancha,-3.903227,40.05283
2528,Yunclillos,Castilla-La Mancha,-3.998297,40.01827
2529,Yuncos,Castilla-La Mancha,-3.889379,40.08801
2530,Alcaudete de la Jara,Castilla-La Mancha,-4.85147,39.77316
2531,Aldeanueva de Barbarroya,Castilla-La Mancha,-5.013288,39.73186
2532,Aldeanueva de San Bartolomé,Castilla-La Mancha,-5.106054,39.64129
2533,Belvís de la Jara,Castilla-La Mancha,-4.93907,39.75136
2534,El Campillo de la Jara,Castilla-La Mancha,-5.050636,39.57546
2535,Espinoso del Rey,Castilla-La Mancha,-4.788844,39.64102
2536,La Estrella,Castilla-La Mancha,-5.088974,39.69421
2537,La Nava de Ricomalillo,Castilla-La Mancha,-4.995892,39.64725
2538,Los Navalmorales,Castilla-La Mancha,-4.619085,39.71266
2539,Los Navalucillos,Castilla-La Mancha,-4.676619,39.57463
2540,Mohedas de la Jara,Castilla-La Mancha,-5.146906,39.59667
2541,Puerto de San Vicente,Castilla-La Mancha,-5.079325,39.517
2542,Retamoso,Castilla-La Mancha,-4.77205,39.74151
2543,Robledo del Mazo,Castilla-La Mancha,-4.832581,39.58098
2544,San Martín de Pusa,Castilla-La Mancha,-4.650698,39.80679
2545,Santa Ana de Pusa,Castilla-La Mancha,-4.711552,39.76023
2546,Sevilleja de la Jara,Castilla-La Mancha,-4.955376,39.52938
2547,Torrecilla de la Jara,Castilla-La Mancha,-4.800083,39.68046
2548,Villarejo de Montalbán,Castilla-La Mancha,-4.549169,39.77068
2549,Adanero,Castilla y León,-4.600696,40.94321
2550,Albornos,Castilla y León,-4.884825,40.83448
2551,Aldeaseca,Castilla y León,-4.802978,41.04271
2552,Arévalo,Castilla y León,-4.719625,41.04488
2553,Aveinte,Castilla y León,-4.832825,40.78436
2554,Barromán,Castilla y León,-4.930239,41.05627
2555,Bercial de Zapardiel,Castilla y León,-4.974617,41.04127
2556,Bernuy-Zapardiel,Castilla y León,-4.937364,40.97225
2557,Blasconuño de Matacabras,Castilla y León,-4.986804,41.14183
2558,Blascosancho,Castilla y León,-4.644664,40.87463
2559,Cabezas de Alambre,Castilla y León,-4.834847,40.93504
2560,Cabezas del Pozo,Castilla y León,-4.965739,41.00145
2561,Cabizuela,Castilla y León,-4.807858,40.90196
2562,Canales,Castilla y León,-4.905667,40.99667
2563,Cantiveros,Castilla y León,-4.959982,40.9558
2564,Castellanos de Zapardiel,Castilla y León,-4.907276,41.07947
2565,Cisla,Castilla y León,-5.01875,40.96916
