id,name,lon,lat
FSM-4944,State of Kosrae,162.9845,5.318876
FSM-4941,State of Pohnpei,157.6891,6.896639
FSM-4942,State of Chuuk,151.6342,7.310591
FSM-4943,State of Yap,138.1828,9.520102
